# 国家地名信息库·外国地名
# https://dmfw.mca.gov.cn/foreign.html
#
# 删除：
# 凡以此词居首的柬埔寨地名，概从Kâmpóng一栏检索。 Kompong，
#
# chineseName	countries	foreignName	romanAlphabet

费尔普莱	美国		Fairplay
费尔本	美国		Fairburn
费尔柴尔德	美国		Fairchild
费尔格罗夫	美国		Fair Grove
费尔法克斯	美国		Fairfax
费尔波特	美国		Fairport
费尔波特港	美国		Fairport Harb.
费尔港	美国		Fair Haven
费尔特	美国		Felt
费尔班克	美国		Fairbank
费尔班克斯	美国		Fairbanks
费尔维尤	美国		Fairview
费尔芒特	美国		Fairmount
费尔菲尔德	美国		Fairfield
费尔菲尔德堡	美国		Fort Fairfield
费尔蒙特	美国		Fairmont
费尔钱斯	美国		Fairchance
费尔霍姆	美国		Fairholm
费尔霍普	美国		Fairhope
费尔韦尔	美国		Farewell
费尔韦瑟山	美国		Fairweather, Mt.
费尔韦瑟角	美国		Fairweather, C.
费尔顿	美国		Felton
费尔黑文	美国		Fairhaven
费尼亚克湖	美国		Feniak L.
费尼克	美国		Fenwick
费希尔	美国		Fischer
费希尔曼斯岛	美国		Fishermans I.
费希尔火山	美国		Fisher Vol.
费德勒尔	美国		Federal
费德勒尔坝	美国		Federal Dam
费德勒尔斯堡	美国		Federalsburg
费拉德尔菲亚	美国		Philadelphia
费拉隆群岛	美国		Farallon Is.
费斯	美国		Faith
费斯特斯	美国		Festus
费斯维尔	美国		Faysville
费森	美国		Faison
费森登	美国		Fessenden
费比纳	美国		Verbena
费洛斯	美国		Fellows
费瑟河	美国		Feather R.
费瑟福尔斯	美国		Feather Falls
费瑟维尔	美国		Featherville
费耶特	美国		Fayette
费耶特维尔	美国		Fayetteville
费迪南德	美国		Ferdinand
费里	美国		Ferry
费里斯	美国		Ferris
费里斯堡	美国		Ferrysburg / Ferrisburg
费里维尔	美国		Ferryville
费里迪	美国		Ferriday
费雷克斯	美国		Fairacres
费鲁姆	美国		Ferrum
贾勒特	美国		Jarratt
贾尔斯	美国		Giles
贾德	美国		Jud
贾德森	美国		Judson
贾德索尼亚	美国		Judsonia
贾斯廷	美国		Justin
贾斯珀	美国		Jasper
贾斯蒂斯堡	美国		Justiceburg
贾森维尔	美国		Jasonville
贾比奇	美国		Jarbidge
贾米森	美国		Jamison / Jamieson
贾罗索	美国		Jaroso
赖克斯岛	美国		Rikers I.
赖利	美国		Riley
赖利堡	美国		Fort Riley
赖夫尔河	美国		Rifle R.
赖德	美国		Ryder
赖恩	美国		Ryan
赖恩峰	美国		Ryan Pk.
赖恩贝克	美国		Reinbeck
赖斯	美国		Rice
赖斯堡	美国		Fort Rice
赖斯维尔	美国		Riceville
赖斯莱克	美国		Rice Lake
赖森	美国		Rison
赖特	美国		Wright
赖特伍德	美国		Wrightwood
赖特城	美国		Wright City
赖特森山	美国		Wrightson, Mt.
赖茨维尔	美国		Wrightsville
赖茨维尔比奇	美国		Wrightsville Beach
赖辛斯塔	美国		Rising Star
赖辛森	美国		Rising Sun
赖默斯堡	美国		Rimersburg
赛伦	美国		Siren
赛克斯维尔	美国		Sykesville
赛克斯顿	美国		Sykeston / Sikeston
赛勒城	美国		Siler City
赛勒斯	美国		Silas
赛厄斯康西特	美国		Siasconset
赛普里斯	美国		Cypress
赛普里斯湖	美国		Cypress L.
赛欧	美国		Scio
赛欧托河	美国		Scioto R.
赛欧托维尔	美国		Sciotoville
赛洛姆斯普林斯	美国		Siloam Springs
赞布罗河	美国		Zumbro R.
赞布罗福尔斯	美国		Zumbro Falls
赫伦	美国		Heron
赫伦莱克	美国		Heron Lake
赫克托	美国		Hector
赫克拉	美国		Hecla
赫克斯特	美国		Hext
赫兹菲尔德	美国		Hurdsfield
赫内弗	美国		Henefer
赫南多	美国		Hernando
赫博	美国		Hebo
赫基默	美国		Herkimer
赫塞尔	美国		Hessel
赫夫林	美国		Heflin
赫夫齐巴	美国		Hephzibah
赫奇斯维尔	美国		Hedgesville
赫奇赫奇水库	美国		Hetch Hetchy Res.
赫姆利	美国		Hermleigh
赫尔姆维尔	美国		Helmville
赫尔珀	美国		Helper
赫尔顿维尔	美国		Heltonville
赫布根湖	美国		Hebgen L.
赫希	美国		Hershey
赫廷杰	美国		Hettinger
赫德	美国		Herd
赫德兰	美国		Hurdland
赫德里克	美国		Hedrick
赫恩	美国		Hearne
赫恩登	美国		Herndon
赫斯特	美国		Hurst / Hearst
赫斯珀	美国		Hesper
赫斯珀勒斯	美国		Hesperus
赫斯珀勒斯峰	美国		Hesperus Pk.
赫斯顿	美国		Hesston
赫明福德	美国		Hemingford
赫普纳	美国		Heppner
赫曼	美国		Hermann / Herman
赫曼斯维尔	美国		Hermansville
赫曼维尔	美国		Hermanville
赫林	美国		Herrin
赫梅尔斯敦	美国		Hummelstown
赫梅斯斯普林斯	美国		Jemez Springs
赫洛克	美国		Hurlock
赫洛茨	美国		Helotes
赫灵顿	美国		Herington
赫灵顿湖	美国		Herrington L.
赫特福德	美国		Hertford
赫米斯顿	美国		Hermiston
赫米特	美国		Hemet
赫米茨雷斯特	美国		Hermits Rest
赫米蒂奇	美国		Hermitage
赫茨伯勒	美国		Hurtsboro
赫莫萨	美国		Hermosa
赫西	美国		Hersey
赫西塔岛	美国		Heceta I.
赫西塔角	美国		Heceta Hd.
赫里克	美国		Herrick
赫里福德	美国		Hereford
路易丝湖	美国		Louise, L.
路易斯堡	美国		Louisburg
路易斯安那	美国		Louisiana
路易斯安那州	美国		Louisiana, State of
路易斯安那角	美国		Louisiana Pt.
路易斯维尔	美国		Louisville
路易莎	美国		Louisa
辛克莱尔	美国		Sinclair
辛克莱尔维尔	美国		Sinclairville
辛德河	美国		Cinder R.
辛斯维尔	美国		Thiensville
辛普森	美国		Simpson
辛普森维尔	美国		Simpsonville
辛格	美国		Singer
辛纳马霍尔	美国		Sinnemahoning
辛西亚纳	美国		Cynthiana
辛辛那提	美国		Cincinnati
辛辛那特斯	美国		Cincinnatus
辛金斯普林	美国		Sinking Spring
辛顿	美国		Sinton
达克希尔	美国		Duck Hill
达克敦	美国		Ducktown
达克斯伯里	美国		Duxbury
达克沃特	美国		Duckwater
达利斯	美国		Dalies
达勒姆	美国		Durham
达夫克里克	美国		Dove Creek
达夫尼	美国		Daphne
达奇山	美国		Dutch Mt.
达尔哈特	美国		Dalhart
达尔文	美国		Darwin
达尔斯	美国		Dalles, The
达尔格伦	美国		Dahlgren
达尔森特	美国		Dull Center
达尔泽尔	美国		Dalzell
达尼丁	美国		Dunedin
达布尔斯普林斯	美国		Double Springs
达弗	美国		Dufur
达德利	美国		Dudley
达恩河	美国		Dan R.
达拉斯	美国		Dallas
达拉斯城	美国		Dallas City
达拉斯敦	美国		Dallastown
达拉斯森特	美国		Dallas Center
达文波特	美国		Davenport
达斯廷	美国		Dustin
达格	美国		Dugger
达格德莫纳河	美国		Dugdemona R.
达格默	美国		Dagmar
达比	美国		Darby
达洛尼加	美国		Dahlonega
达灵顿	美国		Darrington / Darlington
达瑟尔	美国		Dassel
达盖特	美国		Daggett
达科他	美国		Dakota
达科他城	美国		Dakota City
达科马	美国		Dacoma
达维亚	美国		Davilla
达蒂尔	美国		Datil
达达尼尔	美国		Dardanelle
达里恩	美国		Darien
达马里斯科塔	美国		Damariscotta
达鲁泽特	美国		Darrouzett
达默	美国		Damar
迈克尔森山	美国		Mic helson，Mt.
迈兹	美国		Mize
迈农	美国		Minong
迈卡山	美国		Mica Mt.
迈尔斯	美国		Miles
迈尔斯城	美国		Miles City
迈尔斯堡	美国		Fort Myers
迈尔斯敦	美国		Myerstown
迈尼尔	美国		Minier
迈德斯	美国		Midas
迈拉	美国		Myra
迈欧	美国		Mio
迈洛	美国		Mylo
迈纳	美国		Mina
迈纳斯维尔	美国		Minersville
迈耶	美国		Mayer
迈耶斯代尔	美国		Meyersdale
迈耶斯查克	美国		Meyers Chuck
迈诺特	美国		Minot
迈阿卡城	美国		Myakka City
迈阿密	美国		Miami
迈阿密斯堡	美国		Miamisburg
迈阿密斯普林斯	美国		Miami Springs
迈阿密机场	美国		Miami Airport
迈阿密河	美国		Miami R.
迈阿密滩	美国		Miami Beach
迈阿密肖尔斯	美国		Miami Shores
迈阿密运河	美国		Miami Can.
迈顿	美国		Myton
迦南	美国		Canaan
迦南峰	美国		Canaan Pk.
迦太基	美国		Carthage
迪什卡卡特	美国		Dishkakat
迪什纳河	美国		Dishna R.
迪克	美国		Duke
迪克堡	美国		Fort Dick
迪克岛	美国		Duke I.
迪克斯	美国		Dix / Dierks
迪克斯菲尔德	美国		Dixfield
迪克斯蒙特	美国		Dixmont
迪克森	美国		Dixon / Dickson
迪克森城	美国		Dickson City
迪克森斯米尔斯	美国		Dixons Mills
迪克森维尔	美国		Dixonville
迪克西	美国		Dixie
迪克西亚纳	美国		Dixiana
迪克西山口	美国		Dixie P.
迪克西瓦利	美国		Dixie Valley
迪兰	美国		De Land
迪兰德	美国		Durand
迪内罗	美国		Dinero
迪凯特	美国		Decatur
迪凯特维尔	美国		Decaturville
迪利	美国		Dilley
迪利亚	美国		Dilia / Delia
迪勒	美国		Diller
迪博奇山	美国		Debauch, Mt.
迪卡尔布	美国		De Kalb
迪卡尔布章克申	美国		De Kalb Junction
迪图尔	美国		Detour
迪图尔山口	美国		Detour P.
迪基	美国		Dickey
迪多	美国		Dido
迪尔	美国		Deer
迪尔伍德	美国		Deerwood
迪尔伯恩	美国		Dearborn
迪尔克里克	美国		Deer Creek
迪尔城	美国		Dill City
迪尔帕克	美国		Deer Park
迪尔斯堡	美国		Dillsburg
迪尔河水岸	美国		Deer Creek Res.
迪尔洛奇	美国		Deer Lodge
迪尔温	美国		Dillwyn
迪尔特雷尔	美国		Deer Trail
迪尔肯	美国		Dilkon
迪尔艾兰	美国		Deal Island
迪尔菲尔德	美国		Deerfield
迪尔菲尔德比奇	美国		Deerfield Beach
迪尔里弗	美国		Deer River
迪尔顿	美国		Deerton
迪尤尔	美国		Dewar
迪尤肯	美国		Duquesne
迪弗	美国		Deaver
迪恩	美国		Dean
迪恩斯伯勒	美国		Deansboro
迪斯	美国		Deeth
迪斯尼乐园	美国		Disneyland
迪斯普坦塔	美国		Disputanta
迪斯梅特	美国		De Smet
迪斯特拉克申岛	美国		Destruction I.
迪斯顿	美国		Disston
迪斯默尔河	美国		Dismal R.
迪斯默尔沼泽	美国		Dismal Swamp
迪普克里克湖	美国		Deep Creek L.
迪普加普	美国		Deep Gap
迪普斯普林斯	美国		Deep Springs
迪普沃特	美国		Deepwater
迪普河	美国		Deep R.
迪普里弗	美国		Deep River
迪森	美国		Deeson
迪比克	美国		Dubuque
迪沃尔	美国		Devol
迪法恩斯	美国		Defiance
迪法恩斯堡	美国		Fort Defiance
迪波特	美国		Deport
迪波西特	美国		Depo it
迪波西特堡	美国		Fort Deposit
迪波西特港	美国		Port Deposit
迪洛	美国		D’Lo
迪灵	美国		Deering / Dearing
迪灵汉	美国		Dillingham
迪特里克	美国		Dietrich / Dieterich
迪瓦恩	美国		Devine
迪皮尔	美国		De Pere
迪皮尤	美国		Depue / Depew
迪科因	美国		Du Quoin
迪米特	美国		Dimmitt
迪索托	美国		De Soto
迪索托城	美国		De Soto City
迪索特尔	美国		Disautel
迪纳利	美国		Denali
迪纽巴	美国		Dinuba
迪肯斯	美国		Deacons
迪莫克	美国		Dimock
迪莫波利斯	美国		Demopolis
迪莱特	美国		Delight
迪费里厄特	美国		Deferiet
迪里	美国		Deary
迪金森	美国		Dickinson
迪韦德	美国		Divide
迪韦斯特	美国		Due West
迪马凯申角	美国		Demarcation Pt.
通佐纳河	美国		Tonzona R.
通加诺克西	美国		Tonganoxie
通卡瓦	美国		Tonkawa
通基角	美国		Tonki C.
通托国家保护区	美国		Tonto Nat. Mont.
通托贝森	美国		Tonto Basin
通斯滕	美国		Tungsten
道奇	美国		Dodge
道奇城	美国		Dodge City
道奇堡	美国		Fort Dodge
道奇森特	美国		Dodge Center
道奇维尔	美国		Dodgeville
道恩	美国		Dawn
道斯	美国		Dows
道格拉斯	美国		Douglass / Douglas
道格拉斯坝	美国		Douglas Dam
道格拉斯维尔	美国		Douglasville
道格拉斯营	美国		Camp Douglas
道森	美国		Dawson
道森斯普林斯	美国		Dawson Springs
道森维尔	美国		Dawsonville
邓内伦	美国		Dunnellon
邓内尔	美国		Dunnell
邓利	美国		Dunlay
邓坎嫩	美国		Duncannon
邓宁	美国		Dunning
邓巴	美国		Dunbar
邓恩	美国		Dunn
邓恩森特	美国		Dunn Center
邓拉普	美国		Dunlap
邓斯缪尔	美国		Dunsmuir
邓肯	美国		Dunken / Duncan
邓肯岭	美国		Duncan Ridge
邓肯维尔	美国		Duncanville
邓莫尔	美国		Dunmore
邓菲	美国		Dunphy
邓西斯	美国		Dunseith
邓达斯	美国		Dundas
邓迪	美国		Dundee
那不勒斯	美国		Naples
邦克	美国		Bunker
邦克山	美国		Bunker Hill
邦克维尔	美国		Bunkerville
邦内尔	美国		Bunnell
邦卡博	美国		Boncarbo
邦基	美国		Bunkie
邦塞库尔	美国		Bon Secour
邦德	美国		Bond
邦德里	美国		Boundary
邦德里峰	美国		Boundary Pk.
邦斯	美国		Bangs
邦杜埃尔	美国		Bonduel
邦特尔	美国		Bonne Terre
邦纳	美国		Bonner
邦纳斯普林斯	美国		Bonner Springs
邦纳斯费里	美国		Bonners Ferry
邦纳维尔盐沼	美国		Bonneville Salt Flats
邦维尔	美国		Bon Wier
邦艾尔	美国		Bon Air
邦蒂富尔	美国		Bountiful
邦迪兰特	美国		Bondurant
都柏林	美国		Dublin
都灵	美国		Turin
都铎	美国		Tudor
里兹伯勒	美国		Readsboro
里兹峰	美国		Reeds Pk.
里兹敦	美国		Readstown
里兹波特	美国		Reedsport
里兹维尔	美国		Reidsville
里卡弗里堡	美国		Fort Recovery
里厄利特斯	美国		Realitos
里土满港	美国		Port Richmond
里塔布兰卡河	美国		Rita Blanca Cr.
里士满	美国		Richmond
里士满希尔	美国		Richmond Hill
里士满维尔	美国		Richmondville
里夫斯	美国		Rives
里夸	美国		Requa
里奇	美国		Richey
里奇代尔	美国		Ridgedale
里奇伍德	美国		Richwood
里奇兰	美国		Ridgeland / Richland
里奇利	美国		Ridgely / Ridgeley
里奇堡	美国		Richburg
里奇山	美国		Rich Mt.
里奇希尔	美国		Rich Hill
里奇斯普林	美国		Ridge Spring
里奇法姆	美国		Ridge Farm
里奇福德	美国		Richford
里奇维尔	美国		Ridgeville / Richville
里奇菲尔德	美国		Ridgefield / Richfield
里奇韦	美国		Ridgway / Ridgeway
里奇顿	美国		Richton
里奥	美国		Rio
里奥廷托	美国		Rio Tinto
里奥格兰德城	美国		Rio Grande City
里奥格兰德水库	美国		Rio Grande Res.
里奥格兰德瓦利机场	美国		Rio Grande Valley Airport
里奥维斯塔	美国		Rio Vista
里尔丹	美国		Reardan
里尔富特湖	美国		Reelfoot L.
里布山	美国		Rib Mt.
里布莱克	美国		Rib Lake
里帕布利克	美国		Republic
里帕布利肯河	美国		Republican R.
里弗代尔	美国		Riverdale
里弗奥克斯	美国		River Oaks
里弗班克	美国		Riverbank
里弗福尔斯	美国		River Falls
里弗维尤	美国		Riverview
里弗赛德	美国		Riverside
里弗赛德水库	美国		Riverside Res.
里弗顿	美国		Riverton
里弗黑德	美国		Riverhead
里彭	美国		Ripon
里德	美国		Reeder / Reader
里德利	美国		Reedley
里德城	美国		Reed City
里德尔	美国		Riddle
里德波因特	美国		Reedpoint
里斯	美国		Reese
里斯本	美国		Lisbon
里斯本福尔斯	美国		Lisbon Falls
里斯河	美国		Reese R.
里普利	美国		Ripley
里普利堡	美国		Fort Ripley
里根	美国		Regan
里格比	美国		Rigby
里海茨	美国		Ree Heights
里特	美国		Ritter
里特曼	美国		Rittman
里瑟夫	美国		Reserve
里皮	美国		Rippey
里福姆	美国		Reform
里科	美国		Rico
里维埃拉比奇	美国		Riviera Beach
里茨维尔	美国		Ritzville
里莫特	美国		Remote
里莱恩斯	美国		Reliance
里菲吉奥	美国		Refugio
里西达	美国		Reseda
里诺	美国		Reno
里诺沃	美国		Renovo
里诺湖	美国		Reno, L.
里迪	美国		Reedy
里迪河	美国		Reedy R.
里道特火山	美国		Redoubt Vol.
里霍博斯比奇	美国		Rehoboth Beach
里默斯	美国		Remus
金伍德	美国		Kingwood
金伯利	美国		Kimberly
金凯德	美国		Kincaid
金博尔	美国		Kimball
金博尔山	美国		Kimball, Mt.
金博尔顿	美国		Kimballton
金城	美国		King City
金塔	美国		Kinta
金尼尔	美国		Kinnear
金山	美国		King Mt.
金德	美国		Kinder
金德里德	美国		Kindred
金斯伯里	美国		Kingsbury
金斯兰	美国		Kingsland
金斯利	美国		Kinsley / Kingsley
金斯利坝	美国		Kingsley Dam
金斯坎宁	美国		Kings Canyon
金斯堡	美国		Kingsburg / Keenesburg
金斯峰	美国		Kings Pk.
金斯帕克	美国		Kings Park
金斯曼	美国		Kinsman
金斯河	美国		Kings R.
金斯波特	美国		Kingsport
金斯特里	美国		Kingstree
金斯维尔	美国		Kingsville
金斯芒廷	美国		Kings Mountain
金斯顿	美国		Kinston / Kingston
金斯顿峰	美国		Kingston Pk.
金曼	美国		Kingman
金特拉峰	美国		Kintla Pk.
金特里	美国		Gentry
金祖阿	美国		Kinzua
金科夫	美国		King Cove
金菲尔德	美国		Kingfield
金菲舍	美国		Kingfisher
金西	美国		Kinsey
金迪	美国		Kinde
金门桥	美国		Golden Gate Bridge
金门海峡	美国		Golden Gate
金门迪	美国		Kinmundy
钦利	美国		Chinle
钦科蒂格	美国		Chincoteague
钦科蒂格湾	美国		Chincoteague B.
钱伯斯	美国		Chambers
钱伯斯堡	美国		Chambersburg
钱伯斯岛	美国		Chambers I.
钱伯林山	美国		Chamberlin, Mt.
钱宁	美国		Channing
钱德勒	美国		Chandler
钱德勒维尔	美国		Chandlerville
钱瑟勒	美国		Chancellor
钱皮恩	美国		Champion
银城	美国		Silver City
银泉	美国		Silver Spring
锡代利亚	美国		Sedalia
锡伯温	美国		Sebewaing
锡克尼克角〈圣劳伦斯岛〉	美国		Siknik C.
锡兰	美国		Ceylon
锡利	美国		Sealy
锡利卡	美国		Silica
锡利莱克	美国		Seeley Lake
锡博德	美国		Seaborad
锡卡莫尔	美国		Sycamore
锡卢里亚	美国		Siluria
锡塞申湖	美国		Secession L.
锡塞顿	美国		Sisseton
锡夫瓦利水库	美国		Thief Valley Res.
锡姆勒	美国		Simmler
锡姆图斯塔斯湖	美国		Simtustus, L.
锡姆斯	美国		Sims / Simms
锡姆斯波特	美国		Simmesport
锡尔	美国		Seale
锡尔堡	美国		Fort Sill
锡尔弗克里克	美国		Silver Creek
锡尔弗博	美国		Silver Bow
锡尔弗湖	美国		Silver L.
锡尔弗贝	美国		Silver Bay
锡尔弗贝尔	美国		Silverbell
锡尔弗顿	美国		Silverton
锡尔斯比	美国		Silsbee
锡尔森山	美国		Thielsen, Mt.
锡尔滩	美国		Seal Beach
锡尔特	美国		Silt
锡尔罗克	美国		Seal Rock
锡尔角	美国		Seal C.
锡尼	美国		Seney
锡尼克	美国		Scenic
锡巴	美国		Theba
锡巴斯琴	美国		Sebastian
锡巴斯蒂库克湖	美国		Sebasticook L.
锡布利	美国		Sibley
锡布灵	美国		Sebring
锡布穆克湖	美国		Seboomook L.
锡布里	美国		Sebree
锡布雷尔	美国		Sebrell
锡德尔	美国		Sidell
锡德里夫特	美国		Seadrift
锡拉	美国		Selah
锡拉丘兹	美国		Syracuse
锡拉科加	美国		Sylacauga
锡拉莫尔	美国		Sylamore
锡斯勒多布西斯湖	美国		Sysladobsis L.
锡斯基威特湾	美国		Siskiwit B.
锡斯基尤	美国		Siskiyou
锡斯基尤山	美国		Siskiyou Mts.
锡斯尔	美国		Thistle
锡斯尼	美国		Cisne
锡斯波特	美国		Searsport
锡斯滕	美国		Cistern
锡斯特代尔	美国		Sisterdale
锡斯特斯维尔	美国		Sistersville
锡斯科	美国		Cisco
锡斯阔克	美国		Sisquoc
锡普西	美国		Sipsey
锡曼岭	美国		Seaman Ra.
锡林斯格罗夫	美国		Selinsgrove
锡格尔	美国		Sigel
锡格尼	美国		Sigourney
锡格德	美国		Sigurd
锡格纳尔	美国		Signal
锡格纳尔峰	美国		Signal Pk.
锡格纳尔芒廷	美国		Signal Mountain
锡格罗夫	美国		Seagrove
锡格雷夫斯	美国		Seagraves
锡泽斯黑德	美国		Caesars Head
锡特卡	美国		Sitka
锡特卡利达克岛	美国		Sitkalidak I.
锡特基纳克岛	美国		Sitkinak I.
锡特罗内尔	美国		Citronelle
锡登	美国		Cedon
锡皮欧	美国		Scipio
锡福德	美国		Seaford
锡纳斯	美国		Senath
锡舒瓦角	美国		Seul Choix Pt.
锡蒂波因特	美国		City Point
锡诺亚	美国		Senoia
锡贝戈湖	美国		Sebago L.
锡赛德	美国		Seaside
锡赛德海茨	美国		Seaside Heights
锡达	美国		Cedar
锡达伍德	美国		Cedarwood
锡达克雷斯特	美国		Cedar Crest
锡达城	美国		Cedar City
锡达基	美国		Cedar Key
锡达堡	美国		Cedarburg
锡达山	美国		Cedar Mts.
锡达岛	美国		Cedar I.
锡达布拉夫	美国		Cedar Bluff
锡达布拉夫斯	美国		Cedar Bluffs
锡达拉皮兹	美国		Cedar Rapids
锡达敦	美国		Cedartown
锡达断层国家保护区	美国		Cedar Breaks Nat. Mont.
锡达斯普林斯	美国		Cedar Springs
锡达格罗夫	美国		Cedar Grove
锡达河	美国		Cedar Cr.
锡达福尔斯	美国		Cedar Falls
锡达维尔	美国		Cedarville
锡达角	美国		Cedar Pt.
锡达韦尔	美国		Cedarvale
锡里斯	美国		Ceres
锡雷塔峰	美国		Sirretta Pk.
锡马龙	美国		Cimarron
锡马龙河	美国		Cimarron R.
镭泉村	美国		Radium Springs
镭迪厄姆	美国		Radium
长岛	美国		Long I.
长岛海峡	美国		Long Island Sd.
长湖	美国		Long L.
长湖水库	美国		Long Lake Res.
长湾	美国		Long B.
长滩	美国		Long Beach
门塔斯塔山	美国		Mentasta Mts.
门多塔	美国		Mendota
门多塔湖	美国		Mendota, L.
门多西诺角	美国		Mendocino, C.
门托	美国		Mentor
门托尼	美国		Mentone
门洛	美国		Menlo
门洛帕克	美国		Menlo Park
门登	美国		Mendon
门登霍尔	美国		Mendenhall
门登霍尔角	美国		Mendenhall, C.
门罗	美国		Monroe
门罗城	美国		Monroe City
门罗水库	美国		Monroe Res.
门罗湖	美国		Monroe, L.
门罗维尔	美国		Monroeville
门诺	美国		Menno
阔里维尔	美国		Quarryville
阿丁顿	美国		Addington
阿丘伊林古河	美国		Atchueelinguk R.
阿丘利塔	美国		Archuleta
阿什伯勒	美国		Asheboro
阿什克姆	美国		Ashkum
阿什兰	美国		Ashland
阿什兰城	美国		Ashland City
阿什利	美国		Ashley
阿什塔比拉	美国		Ashtabula
阿什塔比拉湖	美国		Ashtabula, L.
阿什弗拉特	美国		Ash Flat
阿什当	美国		Ashdown
阿什本	美国		Ashburn
阿什格罗夫	美国		Ash Grove
阿什比	美国		Ashby
阿什比堡	美国		Fort Ashby
阿什福克	美国		Ash Fork
阿什福德	美国		Ashford
阿什维尔	美国		Ashville / Asheville
阿什莫尔	美国		Ashmore
阿什顿	美国		Ashton
阿代尔	美国		Adair
阿代尔斯维尔	美国		Adairsville
阿伦	美国		Arran
阿伦敦	美国		Allentown
阿伦里德	美国		Alanreed
阿伯丁	美国		Aberdeen
阿伯德	美国		Arbyrd
阿伯特	美国		Abbott
阿克伦	美国		Akron
阿克伦山	美国		Ahklun Mts.
阿克利	美国		Ackley / Ackerly
阿克山	美国		Arc Dome
阿克希奥克	美国		Akhiok
阿克拉	美国		Akra
阿克斯布里奇	美国		Uxbridge
阿克斯特尔	美国		Axtell
阿克曼	美国		Ackerman
阿克森	美国		Axson
阿克沃思	美国		Acworth
阿克波特	美国		Arkport
阿克米	美国		Acme
阿克维尔	美国		Arkville
阿克西亚尔	美国		Axial
阿克顿	美国		Acton
阿兰瑟斯帕斯	美国		Aransas Pass
阿关加	美国		Aguanga
阿兹台克	美国		Aztec
阿兹台克遗迹国家纪念地	美国		Aztec Ruins National Monument
阿内塔	美国		Aneta
阿内特	美国		Arnett
阿凯德	美国		Arcade
阿凯纳姆	美国		Arcanum
阿切斯国家保护区	美国		Arches Nat. Mont.
阿利	美国		Aly / Arlee
阿利塔克湾	美国		Alitak B.
阿利塞尔	美国		Alicel
阿利多	美国		Aledo
阿利森	美国		Allison
阿利盖特河	美国		Alligator R.
阿利盖特礁	美国		Alligator Reef
阿利萨尔	美国		Alisal
阿利顿	美国		Alleyton
阿加图岛	美国		Agattu I.
阿勒奈特	美国		Alunite
阿勒奎帕	美国		Aliquippa
阿勒戈角	美国		Arago, C.
阿勒根	美国		Allegan
阿勒格尼	美国		Allegany
阿勒格尼山脉	美国		Allegheny Mts.
阿勒格尼河	美国		Allegheny R.
阿勒格尼高原	美国		Allegheny Plat.
阿勒盖尼港	美国		Port Allegany
阿勒芒	美国		Allemands
阿勒顿	美国		Allerton
阿博	美国		Abo
阿卡德尔菲亚	美国		Arkadelphia
阿卡拉	美国		Acala
阿卡斯卡	美国		Akaska
阿卡迪亚	美国		Arcadia
阿卢埃	美国		Allouez
阿吉尤克岛	美国		Aghiyuk I.
阿吉拉	美国		Aguila
阿图岛	美国		Attu I.
阿图瓦	美国		Artois
阿圭勒	美国		Aguilar
阿圭拉里斯	美国		Aguilares
阿基亚克	美国		Akiak
阿基亚战场遗址	美国		Ackia Battleground Nat. Mont.
阿基利	美国		Achille
阿塔克	美国		Atarque
阿塔拉	美国		Attalla
阿塔斯卡德罗	美国		Atascadero
阿塔斯科萨河	美国		Atascosa R.
阿塞基亚	美国		Acequia
阿多克	美国		Ardoch
阿夫顿	美国		Afton
阿奇	美国		Archie
阿奇代尔	美国		Archdale
阿奇博尔德	美国		Archbold / Archbald
阿奎拉	美国		Aquilla
阿奎里厄斯高原	美国		Aquarius Plat.
阿姆斯特丹	美国		Amsterdam
阿姆斯特德	美国		Armstead
阿尔伯克基	美国		Albuquerque
阿尔伯恩	美国		Alborn
阿尔伯马尔	美国		Albemarle
阿尔伯马尔湾	美国		Albemarle Sd.
阿尔克莱湖	美国		Alkali L.
阿尔古德	美国		Algood
阿尔图拉	美国		Altura
阿尔图拉斯	美国		Alturas
阿尔图纳	美国		Altoona
阿尔塔	美国		Alta
阿尔塔维斯塔	美国		Altavista
阿尔塔蒙特	美国		Altamont
阿尔夫伍德	美国		Alvwood
阿尔姆	美国		Ulm
阿尔宾	美国		Albin
阿尔巴	美国		Alba
阿尔弗斯通山	美国		Alverstone, Mt.
阿尔戈多内斯	美国		Algodones
阿尔戈斯	美国		Argos
阿尔戈纳	美国		Algona
阿尔戈马	美国		Algoma
阿尔扎达	美国		Alzada
阿尔托	美国		Alto
阿尔托纳	美国		Altona / Altonah
阿尔文	美国		Alvin / Arvin
阿尔斯特	美国		Ulster
阿尔斯特德	美国		Alstead
阿尔杰	美国		Alger
阿尔梅达	美国		Almeda
阿尔森	美国		Alsen
阿尔比亚	美国		Albia
阿尔比恩	美国		Albion
阿尔沃	美国		Alvo
阿尔沃德湖	美国		Alvord L.
阿尔法	美国		Alpha
阿尔泰	美国		Altair
阿尔派恩	美国		Alpine
阿尔特斯	美国		Altus
阿尔特马	美国		Altmar
阿尔瓦	美国		Alva
阿尔瓦拉多	美国		Alvarado
阿尔皮纳	美国		Alpena
阿尔科	美国		Alco
阿尔科卢	美国		Alcolu
阿尔科瓦	美国		Alcova
阿尔科阿	美国		Alcoa
阿尔米	美国		Almy
阿尔米拉	美国		Almira
阿尔米纳	美国		Almena
阿尔米里亚	美国		Almeria
阿尔莫	美国		Almo
阿尔莫塔	美国		Almota
阿尔蒙特	美国		Almont
