# 中国历史地名大辞典
# 复旦大学历史地理研究所编《中国历史地名辞典》，江西教育出版社，1986年
# https://forum.freemdict.com/t/topic/12460
# https://forum.freemdict.com/t/topic/14497
# https://github.com/rime-aca/corpus/blob/master/中國歷史地名辭典.txt
# 地名	繁体	序号	页码

栗传镇	(栗傳鎮)	15272	0711
栗侯国	(栗侯國)	15273	0711
栗林寨		15274	0711
栗亭县	(栗亭縣)	15275	0711
栗瑟摩		15276	0711
贾国	(賈國)	15277	0711
贾店	(賈店)	15278	0711
贾母山	(賈母山)	15279	0711
贾胡堡	(賈胡堡)	15280	0711
贾侯渠	(賈侯渠)	15281	0711
贾屋山	(賈屋山)	15282	0711
贾堑城	(賈塹城)	15283	0711
晋安府	(晉安府)	15284	0709
贾道站	(賈道站)	15285	0711
贾鲁河	(賈魯河)	15286	0711
速频路	(速頻路)	15287	0711
速杞邑		15288	0711
速平江卫	(速平江衛)	15289	0711
乃县	(迺縣)	15290	0711
乃侯国	(迺侯國)	15291	0711
载酒堂	(載酒堂)	15292	0712
殊亭		15293	0712
顾邑	(顧邑)	15294	0712
顾国	(顧國)	15295	0712
顾山镇	(顧山鎮)	15296	0712
顾乡屯	(顧鄉屯)	15297	0712
顾渚山	(顧渚山)	15298	0712
砥柱山		15299	0712
破冢		15300	0712
破陵		15301	0712
破墩		15302	0712
破山寺		15303	0712
破冈渎	(破岡瀆)	15304	0712
破虏军	(破虜軍)	15305	0712
破羌县	(破羌縣)	15306	0712
破洛那		15307	0712
破逻真谷	(破邏真谷)	15308	0712
砻头寨	(礱頭寨)	15309	0712
烈屿	(烈嶼)	15310	0712
烈洲		15311	0712
烈山县	(烈山縣)	15312	0712
辱孤山		15313	0712
夏口		15314	0712
夏水		15315	0712
夏台		15316	0713
夏州		15317	0713
夏县	(夏縣)	15318	0713
夏邑		15319	0713
夏汭		15320	0713
夏浦		15321	0713
夏首		15322	0713
夏绥	(夏綏)	15323	0713
夏港		15324	0713
夏墟		15325	0713
夏丘县	(夏丘縣)	15326	0713
夏丘郡		15327	0713
夏阳县	(夏陽縣)	15328	0713
夏阳邑	(夏陽邑)	15329	0713
夏阳城	(夏陽城)	15330	0713
夏河寨		15331	0713
夏津县	(夏津縣)	15332	0713
夏屋山		15333	0713
夏邑县	(夏邑縣)	15334	0713
夏壸山	(夏壼山)	15335	0713
夏家店		15336	0713
夏谦泽	(夏謙澤)	15337	0713
夏河寨前千户所		15338	0714
厝县	(厝縣)	15339	0714
原山		15340	0714
原州		15341	0714
原国	(原國)	15342	0714
原圃		15343	0714
原陵		15344	0714
原乡县	(原鄉縣)	15345	0714
原丰县	(原豐縣)	15346	0714
原仇县	(原仇縣)	15347	0714
原平县	(原平縣)	15348	0714
原阳县	(原陽縣)	15349	0714
原阳邑	(原陽邑)	15350	0714
原阳镇	(原陽鎮)	15351	0714
原武县	(原武縣)	15352	0714
原陵县	(原陵縣)	15353	0714
原鹿县	(原鹿縣)	15354	0714
原墙集	(原墻集)	15355	0714
原鹿侯国	(原鹿侯國)	15356	0714
逐象山		15357	0714
振州		15358	0714
振武		15359	0715
振武卫	(振武衛)	15360	0715
振武军	(振武軍)	15361	0175
振武县	(振武縣)	15362	0715
振武城		15363	0715
振威军	(振威軍)	15364	0715
捕喝国	(捕喝國)	15365	0715
捕鱼儿海	(捕魚兒海)	15366	0715
捍海塘		15367	0715
捍海堰		15368	0715
捉杀寨	(捉殺寨)	15369	0715
捐毒国	(捐毒國)	15370	0715
换思干	(換思干)	15371	0715
顿丘	(頓丘)	15372	0715
顿国	(頓國)	15373	0715
顿丘县	(頓丘縣)	15374	0715
顿丘邑	(頓丘邑)	15375	0715
顿丘郡	(頓丘郡)	15376	0715
顿洞寨	(頓洞寨)	15377	0716
郪口		15378	0716
郪丘		15379	0716
郪县	(郪縣)	15380	0716
挚国	(摯國)	15381	0716
热河	(熱河)	15382	0716
热海	(熱海)	15383	0716
热河省	(熱河省)	15384	0716
热振寺	(熱振寺)	15385	0716
哲蚌寺		15386	0716
鸬鹚渡	(鸕鷀渡)	15387	0716
柴市		15388	0716
柴县	(柴縣)	15389	0716
柴汶		15390	0716
柴窑	(柴窯)	15391	0716
柴壁		15392	0716
柴门关	(柴門關)	15393	0716
柴关站	(柴關站)	15394	0716
柴沟堡	(柴溝堡)	15395	0716
柴桑县	(柴桑縣)	15396	0716
柴棚镇	(柴棚鎮)	15397	0716
柴辟亭		15398	0716
柴墟镇	(柴墟鎮)	15399	0716
赀谷	(貲谷)	15400	0716
虔州		15401	0716
虔化县	(虔化縣)	15402	0717
虔南厅	(虔南廳)	15403	0717
虔南县	(虔南縣)	15404	0717
虑虒县	(慮虒縣)	15405	0717
监利县	(監利縣)	15406	0717
党州	(黨州)	15407	0717
党兀等处长官司	(黨兀等處長官司)	15408	0717
逍遥园	(逍遙園)	15409	0717
逍遥阁	(逍遙閣)	15410	0717
逍遥津	(逍遙津)	15411	0717
逍遥郡	(逍遙郡)	15412	0717
崂山	(嶗山)	15413	0717
峨州		15414	0717
峨山县	(峨山縣)	15415	0717
峨公山		15416	0717
峨石县	(峨石縣)	15417	0717
峨边厅	(峨邊廳)	15418	0717
峨和县	(峨和縣)	15419	0717
峨眉山		15420	0717
峨眉县	(峨眉縣)	15421	0717
峰州		15422	0717
峰尾		15423	0717
峰山城		15424	0718
峰门站	(峰門站)	15425	0718
峰头澳	(峰頭澳)	15426	0718
峰岩铺	(峰岩鋪)	15427	0718
峰山矶镇	(峰山磯鎮)	15428	0718
峰贴峡寨	(峰貼峽寨)	15429	0718
崀峨海		15430	0718
晒甲山		15431	0718
晓天镇	(曉天鎮)	15432	0718
晓爱泸洞赤溪等处长官司	(曉愛瀘洞赤溪等處長官司)	15433	0718
晖州	(暉州)	15434	0718
眛邑		15435	0718
畔城		15436	0718
鸭儿看	(鴨兒看)	15437	0718
鸭子河	(鴨子河)	15438	0718
鸭绿府	(鴨綠府)	15439	0718
鸭窝沙	(鴨窩沙)	15440	0718
鸭子河滦	(鴨子河灤)	15441	0718
鸭池河铺	(鴨池河鋪)	15442	0718
鸭溪口铺	(鴨溪口鋪)	15443	0718
鸭栏矶镇	(鴨欄磯鎮)	15444	0718
蚌埠集		15445	0718
蚡泉		15446	0718
蚊港		15447	0718
趵突泉		15448	0718
鄳厄	(鄳阨)	15449	0718
鄳县	(鄳縣)	15450	0718
晃州		15451	0718
晃州厅	(晃州廳)	15452	0718
晏水		15453	0718
晏州		15454	0718
晏城		15455	0718
晏然县	(晏然縣)	15456	0718
罢交县	(罷交縣)	15457	0719
恩州		15458	0719
恩县	(恩縣)	15459	0719
恩城		15460	0719
恩宿		15461	0719
恩化县	(恩化縣)	15462	0719
恩平县	(恩平縣)	15463	0719
恩平郡		15464	0719
恩乐县	(恩樂縣)	15465	0719
恩平站		15466	0719
恩安县	(恩安縣)	15467	0719
恩阳州	(恩陽州)	15468	0719
恩阳县	(恩陽縣)	15469	0719
恩荣坊	(恩榮坊)	15470	0719
恩城州		15471	0719
恩施县	(恩施縣)	15472	0719
恩洽县	(恩洽縣)	15473	0719
恩隆县	(恩隆縣)	15474	0719
圃田县	(圃田縣)	15475	0719
圃田泽	(圃田澤)	15476	0719
圂城		15477	0720
圆明园	(圓明園)	15478	0720
圁水		15479	0720
戙船澳		15480	0720
特邻城	(特鄰城)	15481	0720
特亮县	(特亮縣)	15482	0720
特洞寨		15483	0720
钱溪	(錢溪)	15484	0720
钱仓寨	(錢倉寨)	15485	0720
钱山漾	(錢山漾)	15486	0720
钱江县	(錢江縣)	15487	0720
钱唐县	(錢唐縣)	15488	0720
钱唐郡	(錢唐郡)	15489	0720
钱家集	(錢家集)	15490	0720
钱清镇	(錢清鎮)	15491	0720
钱塘县	(錢塘縣)	15492	0720
钱塘湖	(錢塘湖)	15493	0720
钱仓千户所	(錢倉千户所)	15494	0720
钳川县	(鉗川縣)	15495	0720
钳卢陂	(鉗盧陂)	15496	0720
钵和州		15497	0720
钵鉧潭		15498	0720
铁山	(鐵山)	15499	0720
铁门	(鐵門)	15500	0720
铁州	(鐵州)	15501	0720
铁邑	(鐵邑)	15502	0721
铁城	(鐵城)	15503	0721
铁刀城	(鐵刀城)	15504	0721
铁山岭	(鐵山嶺)	15505	0721
铁石关	(鐵石關)	15506	0721
铁坚古	(鐵堅古)	15507	0721
铁岐山	(鐵岐山)	15508	0721
铁利府	(鐵利府)	15509	0721
铁冶厂	(鐵冶廠)	15510	0721
铁林山	(鐵林山)	15511	0721
铁杷县	(鐵杷縣)	15512	0721
铁岭口	(鐵嶺口)	15513	0721
铁岭卫	(鐵嶺衛)	15514	0721
铁岭关	(鐵嶺關)	15515	0721
铁城堡	(鐵城堡)	15516	0721
铁柱观	(鐵柱觀)	15517	0721
铁根隘	(鐵根隘)	15518	0721
铁桥城	(鐵橋城)	15519	0721
铁骊县	(鐵驪縣)	15520	0721
铁塔寺	(鐵塔寺)	15521	0721
铁浆馆	(鐵漿館)	15522	0721
铁壁关	(鐵壁關)	15523	0721
铁石矶头	(鐵石磯頭)	15524	0721
铁关西馆	(鐵關西館)	15525	0721
铁容甸部	(鐵容甸部)	15526	0722
铁骊王府	(鐵驪王府)	15527	0722
铅山	(鉛山)	15528	0722
铅山州	(鉛山州)	15529	0722
铅山县	(鉛山縣)	15530	0722
鏺汗国	(鏺汗國)	15531	0722
铎水县	(鐸水縣)	15532	0722
铎辰国	(鐸辰國)	15533	0722
钩州	(鉤州)	15534	0722
巨野县	(巨野縣)	15535	0722
钩弋宫	(鉤弋宮)	15536	0722
秣陵县	(秣陵縣)	15537	0722
秣陵镇	(秣陵鎮)	15538	0722
积石山	(積石山)	15539	0722
积石州	(積石州)	15540	0722
积石军	(積石軍)	15541	0722
积石原	(積石原)	15542	0722
积石镇	(積石鎮)	15543	0722
积利州	(積利州)	15544	0723
积翠山	(積翠山)	15545	0723
称心寺	(稱心寺)	15546	0723
称海城	(稱海城)	15547	0723
称海等处宣慰司	(稱海等處宣慰司)	15548	0723
缺口镇	(缺口鎮)	15549	0723
缺门城	(缺門城)	15550	0723
笆篱堡	(笆籬堡)	15551	0723
造口		15552	0723
造阳	(造陽)	15553	0723
造律台		15554	0723
蚕台县	(蚕台縣)	15555	0723
蚕此城		15556	0723
蚕陵县	(蚕陵縣)	15557	0723
乘氏县	(乘氏縣)	15558	0723
乘丘邑		15559	0723
倚洋铁场	(倚洋鐵場)	15560	0723
俺的干		15561	0723
倒龙	(倒龍)	15562	0723
倒回谷		15563	0723
倒马关	(倒馬關)	15564	0723
倒虎山		15565	0723
倒岭隘	(倒嶺隘)	15566	0723
倒马关千户所	(倒馬關千户所)	15567	0723
倘俸县	(倘俸縣)	15568	0723
俱兰城	(俱蘭城)	15569	0723
俱伦泊	(俱倫泊)	15570	0723
俱利县	(俱利縣)	15571	0723
俱战提	(俱戰提)	15572	0724
俱振提		15573	0724
俱鲁河	(俱魯河)	15574	0724
俱鲁城	(俱魯城)	15575	0724
俱支囊国	(俱支囊國)	15576	0724
俱毗罗城	(俱毗羅城)	15577	0724
俱六城守捉		15578	0724
候井县	(候井縣)	15579	0724
候官县	(候官縣)	15580	0724
候城县	(候城縣)	15581	0724
候涛山	(候濤山)	15582	0724
倭赤		15583	0724
倪塘		15584	0724
僤邑		15585	0724
健跳千户所		15586	0724
射州		15587	0724
射陂		15588	0724
射江县	(射江縣)	15589	0724
射阳县	(射陽縣)	15590	0724
射阳郡	(射陽郡)	15591	0724
射阳湖	(射陽湖)	15592	0724
射虎谷		15593	0724
射贵湖	(射貴湖)	15594	0724
射洪县	(射洪縣)	15595	0724
郳国	(郳國)	15596	0724
郫水		15597	0724
郫县	(郫縣)	15598	0724
郫邵邑		15599	0724
皋州		15600	0725
皋兰山	(皋蘭山)	15601	0725
皋兰戍	(皋蘭戍)	15602	0725
皋兰县	(皋蘭縣)	15603	0725
皋兰堡	(皋蘭堡)	15604	0725
皋舟隘		15605	0725
皋亭山		15606	0725
皋浒邑	(皋滸邑)	15607	0725
皋狼县	(皋狼縣)	15608	0725
皋狼邑		15609	0725
皋虞国	(皋虞國)	15610	0725
皋鼬邑		15611	0725
皋兰山	(皋蘭山)	15612	0725
息州		15613	0725
息县	(息縣)	15614	0725
息国	(息國)	15615	0725
息安堡		15616	0725
息烽千户所		15617	0725
徒门水	(徒門水)	15618	0725
徒林邑		15619	0725
徒河县	(徒河縣)	15620	0725
徒河城		15621	0725
徕宁城	(徠寧城)	15622	0725
徐州		15623	0725
徐关	(徐關)	15624	0726
徐国	(徐國)	15625	0726
徐舍		15626	0726
徐乡县	(徐鄉縣)	15627	0726
徐无山	(徐無山)	15628	0726
徐县	(徐縣)	15629	0726
徐无县	(徐無縣)	15630	0726
徐州市		15631	0726
徐州邑		15632	0726
徐州府		15633	0726
徐州路		15634	0726
徐沟县	(徐溝縣)	15635	0726
徐城县	(徐城縣)	15636	0726
徐闻县	(徐聞縣)	15637	0726
徐公店驿	(徐公店驛)	15638	0726
徐溪口		15639	0726
徐平章城		15640	0726
殷州		15641	0726
殷邑		15642	0727
殷国	(殷國)	15643	0727
殷城县	(殷城縣)	15644	0727
殷繁水		15645	0727
殷家汇镇	(殷家匯鎮)	15646	0727
舥艚		15647	0727
般县	(般縣)	15648	0727
般阳县	(般陽縣)	15649	0727
般阳府	(般陽府)	15650	0727
般阳路	(般陽路)	15651	0727
航步镇	(航步鎮)	15652	0727
航埠镇	(航埠鎮)	15653	0727
虒亭		15654	0727
虒祁邑		15655	0727
虒奚县	(虒奚縣)	15656	0727
豺山		15657	0727
豹林谷		15658	0727
釜山		15659	0727
釜丘邑		15660	0727
翁洲		15661	0727
翁山县	(翁山縣)	15662	0727
翁源县	(翁源縣)	15663	0727
翁鞋山		15664	0728
爱州	(愛州)	15665	0728
爱民县	(愛民縣)	15666	0728
爱直驿	(愛直驛)	15667	0728
爱敬陂	(愛敬陂)	15668	0728
奚邑		15669	0728
奚关总管府	(奚關總管府)	15670	0728
拿口站		15671	0728
狼山		15672	0728
狼渊	(狼淵)	15673	0728
狼山县	(狼山縣)	15674	0728
狼牙村		15675	0728
狼江寨		15676	0728
狼汤渠	(狼湯渠)	15677	0728
狼村隘		15678	0728
狼孟县	(狼孟縣)	15679	0728
狼孟邑		15680	0728
狼洞寨		15681	0728
狼虎谷		15682	0728
狼居胥山		15683	0728
峱山		15684	0728
胭脂城站		15685	0728
脂角镇	(脂角鎮)	15686	0729
胶水	(膠水)	15687	0729
胶州	(膠州)	15688	0729
胶水县	(膠水縣)	15689	0729
胶东县	(膠東縣)	15690	0729
胶西县	(膠西縣)	15691	0729
胶西国	(膠西國)	15692	0729
胶西郡	(膠西郡)	15693	0729
胶菜河	(膠菜河)	15694	0729
胶东侯国	(膠東侯國)	15695	0729
胶阳侯国	(膠陽侯國)	15696	0729
胶菜新河	(膠菜新河)	15697	0729
脑温江	(腦温江)	15698	0729
鸱之塞	(鴟之塞)	15699	0729
鄡县	(鄡縣)	15700	0729
鄡阳县	(鄡陽縣)	15701	0729
鸳鸯泺	(鴛鴦濼)	15702	0729
鸳鸯埼	(鴛鴦碕)	15703	0729
留求		15704	0729
留县	(留縣)	15705	0729
留邑		15706	0730
留下市		15707	0730
留口镇	(留口鎮)	15708	0730
留中堡		15709	0730
留可城		15710	0730
留吁国	(留吁國)	15711	0730
留运桥	(留運橋)	15712	0730
留武寨		15713	0730
留霸厅	(留霸廳)	15714	0730
留舒邑		15715	0730
逢国	(逢國)	15716	0730
逢泽	(逢澤)	15717	0730
逢亭		15718	0730
逢山县	(逢山縣)	15719	0730
逢义山	(逢義山)	15720	0730
逢池陂		15721	0730
逢陵县	(逢陵縣)	15722	0730
逢猛镇	(逢猛鎮)	15723	0730
逢简堡	(逢簡堡)	15724	0730
旄牛县	(旄牛縣)	15725	0730
旃然水		15726	0730
郊谷县	(郊谷縣)	15727	0730
郊谷郡		15728	0730
剖阿里		15729	0730
郭桥	(郭橋)	15730	0730
郭苏镇	(郭蘇鎮)	15731	0730
郭昌县	(郭昌縣)	15732	0730
郭栅镇	(郭柵鎮)	15733	0730
郭狼邑		15734	0730
郭默城		15735	0731
郭璞岩		15736	0731
高仰		15737	0731
高州		15738	0731
高县	(高縣)	15739	0731
高坡		15740	0731
高显	(高顯)	15741	0731
高桥	(高橋)	15742	0731
高陵		15743	0731
高渚		15744	0731
高寨		15745	0731
高才坂		15746	0731
高山卫	(高山衛)	15747	0731
高山县	(高山縣)	15748	0731
高门关	(高門關)	15749	0731
高门原	(高門原)	15750	0731
高冈站	(高岡站)	15751	0731
高长铺	(高長鋪)	15752	0731
高仁镇	(高仁鎮)	15753	0732
高氏邑		15754	0732
高平川		15755	0732
高平县	(高平縣)	15756	0732
高平邑		15757	0732
高平城		15758	0732
高平郡		15759	0732
高平镇	(高平鎮)	15760	0732
高田谷		15761	0732
高乐县	(高樂縣)	15762	0732
高奴县	(高奴縣)	15763	0732
高成县	(高成縣)	15764	0732
高华屿	(高華嶼)	15765	0732
高迁屯	(高遷屯)	15766	0732
高州府		15767	0732
高州路		15768	0732
高兴县	(高興縣)	15769	0732
高兴亭	(高興亭)	15770	0732
高兴郡	(高興郡)	15771	0732
高安县	(高安縣)	15772	0732
高安寨		15773	0733
高阳关	(高陽關)	15774	0733
高阳县	(高陽縣)	15775	0733
高阳邑	(高陽邑)	15776	0733
高阳国	(高陽國)	15777	0733
高阳郡	(高陽郡)	15778	0733
高阳镇	(高陽鎮)	15779	0733
高丽山	(高麗山)	15780	0733
高丽戍	(高麗戍)	15781	0733
高坑冲	(高坑沖)	15782	0733
高邑县	(高邑縣)	15783	0733
高里山		15784	0733
高邮州	(高郵州)	15785	0733
高邮军	(高郵軍)	15786	0733
高邮县	(高郵縣)	15787	0733
高邮府	(高郵府)	15788	0733
高邮路	(高郵路)	15789	0733
高陆县	(高陸縣)	15790	0733
高陂村		15791	0733
高鸡泊	(高雞泊)	15792	0733
高苑邑		15793	0733
高苑县	(高苑縣)	15794	0734
高坪市		15795	0734
高明县	(高明縣)	15796	0734
高明寨		15797	0734
高昌县	(高昌縣)	15798	0734
高昌国	(高昌國)	15799	0734
高昌城		15800	0734
高昌郡		15801	0734
高罗镇	(高羅鎮)	15802	0734
高鱼邑	(高魚邑)	15803	0734
高河城		15804	0734
高河壁		15805	0734
高陌村		15806	0734
高树镇	(高樹鎮)	15807	0734
高栅城	(高柵城)	15808	0734
高柳县	(高柳縣)	15809	0734
高柳邑		15810	0734
高柳郡		15811	0734
高城县	(高城縣)	15812	0734
高城岭	(高城嶺)	15813	0735
高要县	(高要縣)	15814	0735
高要峡	(高要峽)	15815	0735
高要郡		15816	0735
高显县	(高顯縣)	15817	0735
高显城	(高顯城)	15818	0735
高亭县	(高亭縣)	15819	0735
高洛村		15820	0735
高桥站	(高橋站)	15821	0735
高桥营	(高橋營)	15822	0735
高桥镇	(高橋鎮)	15823	0735
高都县	(高都縣)	15824	0735
高都邑		15825	0735
高都镇	(高都鎮)	15826	0735
高都郡		15827	0735
高原县	(高原縣)	15828	0735
高峰寨		15829	0735
高峡山	(高峽山)	15830	0735
高唐市		15831	0735
高唐州		15832	0735
高唐县	(高唐縣)	15833	0735
高唐邑		15834	0735
高资镇	(高資鎮)	15835	0735
高家堰		15836	0736
高陵县	(高陵縣)	15837	0736
高陵邑		15838	0736
高陵城		15839	0736
高颈山	(高頸山)	15840	0736
高望县	(高望縣)	15841	0736
高望苑		15842	0736
高望镇	(高望鎮)	15843	0736
高凉县	(高涼縣)	15844	0736
高凉郡	(高涼郡)	15845	0736
高梁邑		15846	0736
高梁河		15847	0736
高梁亭		15848	0736
高梁桥	(高梁橋)	15849	0736
高淳县	(高淳縣)	15850	0736
高淳镇	(高淳鎮)	15851	0736
高密县	(高密縣)	15852	0736
高密邑		15853	0737
高密国	(高密國)	15854	0737
高密郡		15855	0737
高堤县	(高隄縣)	15856	0737
高越原		15857	0737
高雄市		15858	0737
高雄县	(高雄縣)	15859	0737
高渠县	(高渠縣)	15860	0737
高渠郡		15861	0737
高富县	(高富縣)	15862	0737
高塘县	(高塘縣)	15863	0737
高塘郡		15864	0737
高楼寨	(高樓寨)	15865	0737
高阙塞	(高闕塞)	15866	0737
高滩营	(高灘營)	15867	0737
高摭城		15868	0737
高蔡邑		15869	0737
高冢戍	(高塚戍)	15870	0737
高鹤县	(高鶴縣)	15871	0737
高壁岭	(高壁嶺)	15872	0737
高广侯国	(高廣侯國)	15873	0737
高乡侯国	(高鄉侯國)	15874	0737
高平侯国	(高平侯國)	15875	0737
高句丽国	(高句麗國)	15876	0737
高句骊县	(高句驪縣)	15877	0738
高阳侯国	(高陽侯國)	15878	0738
高罗土司	(高羅土司)	15879	0738
高丽共山	(高麗共山)	15880	0738
高郭侯国	(高郭侯國)	15881	0738
高浦千户所		15882	0738
高家港镇	(高家港鎮)	15883	0738
高台千户所		15884	0738
高罗安抚司	(高羅安撫司)	15885	0738
高附都督府		15886	0738
亳州		15887	0738
亳邑		15888	0738
亳国	(亳國)	15889	0738
亳城县	(亳城縣)	15890	0738
离水	(離水)	15891	0738
离堆	(離堆)	15892	0738
离水关	(離水關)	15893	0738
离石县	(離石縣)	15894	0739
离石邑	(離石邑)	15895	0739
离石镇	(離石鎮)	15896	0739
离石郡	(離石郡)	15897	0739
离里山	(離里山)	15898	0739
离狐县	(離狐縣)	15899	0739
离娄桥镇	(離婁橋鎮)	15900	0739
斋堂岛	(齋堂島)	15901	0739
栾邑	(欒邑)	15902	0739
栾川县	(欒川縣)	15903	0739
栾城县	(欒城縣)	15904	0739
栾家濑	(欒家瀨)	15905	0739
庲降都督		15906	0739
唐兀		15907	0739
唐州		15908	0739
唐县	(唐縣)	15909	0739
唐邑		15910	0739
唐岛	(唐島)	15911	0740
唐国	(唐國)	15912	0740
唐坡		15913	0740
唐河		15914	0740
唐兀惕		15915	0740
唐山县	(唐山縣)	15916	0740
唐川县	(唐川縣)	15917	0740
唐中池		15918	0740
唐仓镇	(唐倉鎮)	15919	0740
唐龙镇	(唐龍鎮)	15920	0740
唐古忒		15921	0740
唐古特		15922	0740
唐年县	(唐年縣)	15923	0740
唐兴州	(唐興州)	15924	0740
唐兴县	(唐興縣)	15925	0740
唐安县	(唐安縣)	15926	0740
唐林县	(唐林縣)	15927	0741
唐孟邑		15928	0741
唐固县	(唐固縣)	15929	0741
唐国郡	(唐國郡)	15930	0741
唐昌观	(唐昌觀)	15931	0741
唐昌县	(唐昌縣)	15932	0741
唐明镇	(唐明鎮)	15933	0741
唐封县	(唐封縣)	15934	0741
唐城县	(唐城縣)	15935	0741
唐徕渠	(唐徠渠)	15936	0741
唐家铺	(唐家鋪)	15937	0741
唐隆县	(唐隆縣)	15938	0741
唐隆镇	(唐隆鎮)	15939	0741
唐湄店		15940	0741
唐麓岭	(唐麓嶺)	15941	0741
唐崖土司		15942	0741
唐努乌梁海	(唐努烏梁海)	15943	0741
唐崖长官司	(唐崖長官司)	15944	0742
疾陵城		15945	0742
悟真寺		15946	0742
悯惠寺	(憫惠寺)	15947	0742
悦州	(悅州)	15948	0742
悦城乡	(悅城鄉)	15949	0742
悦城县	(悅城縣)	15950	0742
悦城镇	(悅城鎮)	15951	0742
悦跋城	(悅跋城)	15952	0742
悦般州都督府	(悅般州都督府)	15953	0742
阅马台	(閱馬台)	15954	0742
阆水	(閬水)	15955	0742
阆州	(閬州)	15956	0742
阆中县	(閬中縣)	15957	0742
阆中郡	(閬中郡)	15958	0742
阆内县	(閬內縣)	15959	0742
阆风观	(閬風觀)	15960	0742
阆英县	(閬英縣)	15961	0742
烛邑	(燭邑)	15962	0742
烛龙军	(燭龍軍)	15963	0742
烟雨楼	(煙雨樓)	15964	0742
烟墩山	(煙墩山)	15965	0742
郯县	(郯縣)	15966	0742
剡溪		15967	0743
剡城县	(剡城縣)	15968	0743
郯邑		15969	0743
郯国	(郯國)	15970	0743
郯郡		15971	0743
郯侯国	(郯侯國)	15972	0743
凌山		15973	0743
凌县	(凌縣)	15974	0743
凌云台		15975	0743
凌云寺		15976	0743
凌云观	(凌云觀)	15977	0743
凌云县	(凌云縣)	15978	0743
凌歌台		15979	0743
凉州	(涼州)	15980	0743
凉马台	(涼馬台)	15981	0743
凉水铺	(涼水鋪)	15982	0743
凉州卫	(涼州衛)	15983	0743
凉州府	(涼州府)	15984	0743
凉兴县	(涼興縣)	15985	0743
凉兴郡	(涼興郡)	15986	0744
凉宁郡	(涼寧郡)	15987	0744
凉城县	(涼城縣)	15988	0744
凉城郡	(涼城郡)	15989	0744
凉热山	(涼熱山)	15990	0744
凉水井铺	(涼水井鋪)	15991	0744
涛落镇	(濤落鎮)	15992	0744
涝水	(澇水)	15993	0744
浦州		15994	0744
浦子口		15995	0744
浦江县	(浦江縣)	15996	0744
浦阳江	(浦陽江)	15997	0744
浦阳县	(浦陽縣)	15998	0744
浦里塘		15999	0744
浦城县	(浦城縣)	16000	0744
浦峪路		16001	0744
浦东盐场	(浦東鹽場)	16002	0744
涑川		16003	0744
涑州		16004	0744
涑沫江		16005	0744
浯汶		16006	0744
浯溪		16007	0744
浯屿寨	(浯嶼寨)	16008	0744
浯州场	(浯州場)	16009	0744
浯洲屿	(浯洲嶼)	16010	0744
浢津		16011	0744
浢津关	(浢津關)	16012	0744
酒泉县	(酒泉縣)	16013	0744
酒泉郡		16014	0745
涞水县	(淶水縣)	16015	0745
涞流河	(淶流河)	16016	0745
涟州	(漣州)	16017	0745
涟水军	(漣水軍)	16018	0745
涟水县	(漣水縣)	16019	0745
浙东	(浙東)	16020	0745
浙西		16021	0745
浙江		16022	0745
浙江市		16023	0745
浙江东道	(浙江東道)	16024	0745
浙江西道		16025	0745
浙东道宣慰司	(浙東道宣慰司)	16026	0745
涉县	(涉縣)	16027	0745
涉邑		16028	0745
涉侯国	(涉侯國)	16029	0745
涅水		16030	0745
涅邑		16031	0745
涅县	(涅縣)	16032	0745
涅阳县	(涅陽縣)	16033	0745
涡水	(渦水)	16034	0746
涡口城	(渦口城)	16035	0746
涡阳县	(渦陽縣)	16036	0746
涢口	(溳口)	16037	0746
涢川	(溳川)	16038	0746
涔阳邑	(涔陽邑)	16039	0746
涔阳城	(涔陽城)	16040	0746
涔水铜场	(涔水銅場)	16041	0746
浩山		16042	0746
浩州		16043	0746
浩油邑		16044	0746
浩然亭		16045	0746
浩亹县	(浩亹縣)	16046	0746
浩亹川		16047	0746
浩罕汗国	(浩罕汗國)	16048	0746
浰头山	(浰頭山)	16049	0746
浰头城	(浰頭城)	16050	0746
海口		16051	0746
海门	(海門)	16052	0746
海右		16053	0746
海州		16054	0746
海安		16055	0747
海陵		16056	0747
海渊	(海淵)	16057	0747
海澳		16058	0747
海山县	(海山縣)	16059	0747
海口镇	(海口鎮)	16060	0747
海门卫	(海門衛)	16061	0747
海门厅	(海門廳)	16062	0747
海门县	(海門縣)	16063	0747
海门寨	(海門寨)	16064	0747
海门镇	(海門鎮)	16065	0747
海丰县	(海豐縣)	16066	0747
海丰郡	(海豐郡)	16067	0747
海牙里		16068	0747
海平县	(海平縣)	16069	0747
海龙囤	(海龍囤)	16070	0747
海北州		16071	0747
海头城	(海頭城)	16072	0747
海兰泡	(海蘭泡)	16073	0747
海宁州	(海寧州)	16074	0748
海宁县	(海寧縣)	16075	0748
海宁岭	(海寧嶺)	16076	0748
海宁府	(海寧府)	16077	0748
海宁郡	(海寧郡)	16078	0748
海西头	(海西頭)	16079	0748
海西县	(海西縣)	16080	0748
海曲县	(海曲縣)	16081	0748
海伦厅	(海倫廳)	16082	0748
海州卫	(海州衛)	16083	0748
海州路		16084	0748
海安县	(海安縣)	16085	0748
海安城		16086	0748
海安郡		16087	0748
海安镇	(海安鎮)	16088	0748
海阳山	(海陽山)	16089	0748
