# 中国历史地名大辞典
# 复旦大学历史地理研究所编《中国历史地名辞典》，江西教育出版社，1986年
# https://forum.freemdict.com/t/topic/12460
# https://forum.freemdict.com/t/topic/14497
# https://github.com/rime-aca/corpus/blob/master/中國歷史地名辭典.txt
# 地名	繁体	序号	页码

平晋县	(平晉縣)	3621	0164
平夏城		3622	0164
平圃站		3623	0164
平恩县	(平恩縣)	3624	0164
平皋县	(平皋縣)	3625	0164
平皋陂		3626	0164
平高县	(平高縣)	3627	0164
平高郡		3628	0164
平高城		3629	0164
平郭县	(平郭縣)	3630	0164
平悦镇	(平悅鎮)	3631	0164
平朔门	(平朔門)	3632	0164
平峪县	(平峪縣)	3633	0164
平海卫	(平海衛)	3634	0164
平海军	(平海軍)	3635	0164
平梁城		3636	0164
平陵县	(平陵縣)	3637	0164
平桑县	(平桑縣)	3638	0165
平桑郡		3639	0165
平陶县	(平陶縣)	3640	0165
平康县	(平康縣)	3641	0165
平望观	(平望觀)	3642	0165
平望亭		3643	0165
平凉县	(平涼縣)	3644	0165
平凉府	(平涼府)	3645	0165
平凉城	(平涼城)	3646	0165
平凉郡	(平涼郡)	3647	0165
平寇县	(平寇縣)	3648	0165
平琴州		3649	0165
平琴郡		3650	0165
平越卫	(平越衛)	3651	0165
平越州		3652	0165
平越府		3653	0166
平越驿	(平越驛)	3654	0166
平棘县	(平棘縣)	3655	0166
平舒县	(平舒縣)	3656	0166
平舒城		3657	0166
平番县	(平番縣)	3658	0166
平蛮县	(平蠻縣)	3659	0166
平蛮郡	(平蠻郡)	3660	0166
平道县	(平道縣)	3661	0166
平湖县	(平湖縣)	3662	0166
平缅路	(平緬路)	3663	0166
平模城		3664	0166
平塘镇	(平塘鎮)	3665	0166
平蜀县	(平蜀縣)	3666	0166
平遥县	(平遙縣)	3667	0166
平靖县	(平靖縣)	3668	0166
平靖关	(平靖關)	3669	0166
平靖郡		3670	0166
平滦府	(平灤府)	3671	0166
平滦路	(平灤路)	3672	0166
平溪卫	(平溪衛)	3673	0166
平与县	(平與縣)	3674	0166
平与邑	(平與邑)	3675	0166
平鲁县	(平魯縣)	3676	0166
平潭厅	(平潭廳)	3677	0166
平潭县	(平潭縣)	3678	0166
平襄县	(平襄縣)	3679	0167
平乐侯国	(平樂侯國)	3680	0167
平地松林		3681	0167
平夷守捉		3682	0167
平安侯国	(平安侯國)	3683	0167
平阳侯国	(平陽侯國)	3684	0167
平阿侯国	(平阿侯國)	3685	0167
平城侯国	(平城侯國)	3686	0167
平原王国	(平原王國)	3687	0167
平恩侯国	(平恩侯國)	3688	0167
平痾汤镇	(平痾湯鎮)	3689	0167
平望侯国	(平望侯國)	3690	0167
平堤侯国	(平隄侯國)	3691	0167
平月长官司	(平月長官司)	3692	0167
平州长官司	(平州長官司)	3693	0167
平夷千户所		3694	0167
平珠长官司	(平珠長官司)	3695	0167
平虏千户所	(平虜千户所)	3696	0167
平海千户所		3697	0167
平浪长官司	(平浪長官司)	3698	0167
平定长官司	(平定長官司)	3699	0167
平彝长官司	(平彝長官司)	3700	0167
平茶洞长官司	(平茶洞長官司)	3701	0167
平伐等处长官司	(平伐等處長官司)	3702	0167
平头着可长官司	(平頭著可長官司)	3703	0167
平州六洞长官司	(平州六洞長官司)	3704	0167
平溪等处长官司	(平溪等處長官司)	3705	0168
平迟安德等处长官司	(平遲安德等處長官司)	3706	0168
平普乐重墺等处长官司	(平普樂重墺等處長官司)	3707	0168
平头着可通达等处长官司	(平頭著可通達等處長官司)	3708	0168
平溪上塘骆家等处长官司	(平溪上塘駱家等處長官司)	3709	0168
丙穴		3710	0168
丙王山		3711	0168
丙妹铺	(丙妹鋪)	3712	0168
正州		3713	0168
正阳	(正陽)	3714	0168
正大营	(正大營)	3715	0168
正义县	(正義縣)	3716	0168
正平县	(正平縣)	3717	0168
正平郡		3718	0168
正宁县	(正寧縣)	3719	0168
正西县	(正西縣)	3720	0168
正安州		3721	0168
正定县	(正定縣)	3722	0168
正定府		3723	0168
正阶县	(正階縣)	3724	0168
正一万寿宫	(正一萬壽宮)	3725	0168
玉山		3726	0168
玉州		3727	0168
玉关	(玉關)	3728	0169
玉河		3729	0169
玉津		3730	0169
玉山州		3731	0169
玉山县	(玉山縣)	3732	0169
玉山郡		3733	0169
玉山寨		3734	0169
玉门关	(玉門關)	3735	0169
玉门县	(玉門縣)	3736	0169
玉门郡	(玉門郡)	3737	0169
玉女汤	(玉女湯)	3738	0169
玉女泉		3739	0169
玉女潭		3740	0169
玉田县	(玉田縣)	3741	0169
玉台山		3742	0169
玉华宫	(玉華宮)	3743	0169
玉华站	(玉華站)	3744	0169
玉佛寺		3745	0169
玉沙县	(玉沙縣)	3746	0169
玉局化		3747	0169
玉环山	(玉環山)	3748	0169
玉环厅	(玉環廳)	3749	0169
玉环县	(玉環縣)	3750	0169
玉林卫	(玉林衛)	3751	0170
玉河县	(玉河縣)	3752	0170
玉函山		3753	0170
玉城县	(玉城縣)	3754	0170
玉峡驿	(玉峽驛)	3755	0170
玉亭县	(玉亭縣)	3756	0170
玉津园	(玉津園)	3757	0170
玉津县	(玉津縣)	3758	0170
玉屏县	(玉屏縣)	3759	0170
玉垒山	(玉壘山)	3760	0170
玉笔城	(玉筆城)	3761	0170
玉虚观	(玉虛觀)	3762	0170
玉笥山		3763	0170
玉梁渠		3764	0170
玉潭镇	(玉潭鎮)	3765	0170
玉镜潭	(玉鏡潭)	3766	0170
玉壁城		3767	0170
玉溪馆	(玉谿館)	3768	0170
古州		3769	0170
古苏	(古蘇)	3770	0170
古县	(古縣)	3771	0170
古良		3772	0170
古城		3773	0170
古雷		3774	0170
古蓬		3775	0170
古障		3776	0170
古镇	(古鎮)	3777	0170
古万寨	(古萬寨)	3778	0171
古化县	(古化縣)	3779	0171
古田县	(古田縣)	3780	0171
古州厅	(古州廳)	3781	0171
古州司		3782	0171
古江口		3783	0171
古阳县	(古陽縣)	3784	0171
古𤬪县	(古{土瓦}县、古𤬪縣)	3785	0171
古劳县	(古勞縣)	3786	0171
古里寨		3787	0171
古泥镇	(古泥鎮)	3788	0171
古城市		3789	0171
古城集		3790	0171
古城寨		3791	0171
古祚站		3792	0171
古眉寨		3793	0171
古勇关	(古勇關)	3794	0171
古勇县	(古勇縣)	3795	0171
古桂县	(古桂縣)	3796	0171
古勘洞		3797	0171
古营堡	(古營堡)	3798	0171
古符县	(古符縣)	3799	0171
古塔巴		3800	0171
古森峒		3801	0171
古揽村	(古攬村)	3802	0171
古渭寨		3803	0171
古鲁卫	(古魯衛)	3804	0171
古辣场	(古辣場)	3805	0171
古模村		3806	0171
古漏山		3807	0172
古漏关	(古漏關)	3808	0172
古寨镇	(古寨鎮)	3809	0172
古甑洞		3810	0172
古北口关	(古北口關)	3811	0172
古田金坑		3812	0172
古回鹘城	(古回鶻城)	3813	0172
古伐替站		3814	0172
古里河卫	(古里河衛)	3815	0172
古泄兀儿	(古泄兀兒)	3816	0172
古零土司		3817	0172
古田千户所		3818	0172
古浪千户所		3819	0172
古州八万总管府	(古州八萬總管府)	3820	0172
古州八万洞长官司	(古州八萬洞長官司)	3821	0172
去畿陂		3822	0172
末口		3823	0172
末里合温站		3824	0172
未央宫	(未央宮)	3825	0172
本化县	(本化縣)	3826	0172
本溪县	(本溪縣)	3827	0172
击蓼寨	(擊蓼寨)	3828	0172
甘场	(甘場)	3829	0172
甘州		3830	0172
甘邑		3831	0172
甘松		3832	0172
甘亭		3833	0173
甘露		3834	0173
甘丹寺		3835	0173
甘水驿	(甘水驛)	3836	0173
甘东县	(甘東縣)	3837	0173
甘北镇	(甘北鎮)	3838	0173
甘宁关	(甘寧關)	3839	0173
甘竹滩	(甘竹灘)	3840	0173
甘州卫	(甘州衛)	3841	0173
甘州府		3842	0173
甘州路		3843	0173
甘谷县	(甘谷縣)	3844	0173
甘谷城		3845	0173
甘松县	(甘松縣)	3846	0173
甘松岭	(甘松嶺)	3847	0173
甘松郡		3848	0173
甘罗城	(甘羅城)	3849	0173
甘河镇	(甘河鎮)	3850	0173
甘肃路	(甘肅路)	3851	0173
甘肃镇	(甘肅鎮)	3852	0173
甘草市		3853	0173
甘南厅	(甘南廳)	3854	0173
甘泉山		3855	0173
甘泉戍		3856	0173
甘泉寺		3857	0173
甘泉县	(甘泉縣)	3858	0173
甘泉城		3859	0173
甘泉宫	(甘泉宮)	3860	0173
甘陵县	(甘陵縣)	3861	0173
甘鹿邑		3862	0174
甘棠州		3863	0174
甘棠县	(甘棠縣)	3864	0174
甘棠社		3865	0174
甘棠驿	(甘棠驛)	3866	0174
甘棠墟		3867	0174
甘澍市		3868	0174
甘露寺		3869	0174
甘鱼口邑	(甘魚口邑)	3870	0174
甘州群牧所		3871	0174
甘长寨长官司	(甘長寨長官司)	3872	0174
甘肃等处行中书省	(甘肅等處行中書省)	3873	0174
东山	(東山)	3874	0174
东川	(東川)	3875	0174
东乡	(東鄉)	3876	0174
东四	(東四)	3877	0174
东场	(東場)	3878	0174
东关	(東關)	3879	0174
东江	(東江)	3880	0174
东阳	(東陽)	3881	0174
东里	(東里)	3882	0175
东吴	(東吳)	3883	0175
东冶	(東冶)	3884	0175
东沙	(東沙)	3885	0175
东张	(東張)	3886	0175
东坡	(東坡)	3887	0175
东瓯	(東甌)	3888	0175
东岭	(東嶺)	3889	0175
东岱	(東岱)	3890	0175
东京	(東京)	3891	0175
东府	(東府)	3892	0175
东垣	(東垣)	3893	0175
东亭	(東亭)	3894	0175
东阁	(東閣)	3895	0175
东洲	(東洲)	3896	0175
东洋	(東洋)	3897	0175
东郡	(東郡)	3898	0175
东都	(東都)	3899	0176
东原	(東原)	3900	0176
东菜	(東菜)	3901	0176
东亳	(東亳)	3902	0176
东海	(東海)	3903	0176
东陵	(東陵)	3904	0176
东曹	(東曹)	3905	0176
东淀	(東淀)	3906	0176
东岳(岳)	(東嶽(岳))	3907	0176
东街	(東街)	3908	0176
东港	(東港)	3909	0176
东塘	(東塘)	3910	0176
东虢	(東虢)	3911	0176
东楚	(東楚)	3912	0176
东楼	(東樓)	3913	0176
东三省	(東三省)	3914	0176
东大寺	(東大寺)	3915	0176
东下冯	(東下馮)	3916	0177
东山县	(東山縣)	3917	0177
东山堂	(東山堂)	3918	0177
东山墟	(東山墟)	3919	0177
东川府	(東川府)	3920	0177
东川郡	(東川郡)	3921	0177
东川路	(東川路)	3922	0177
东广州	(東廣州)	3923	0177
东小江	(東小江)	3924	0177
东女国	(東女國)	3925	0177
东乡县	(東鄉縣)	3926	0177
东区县	(東區縣)	3927	0177
东中府	(東中府)	3928	0177
东方县	(東方縣)	3929	0177
东平州	(東平州)	3930	0177
东平县	(東平縣)	3931	0177
东平国	(東平國)	3932	0177
东平府	(東平府)	3933	0177
东平郡	(東平郡)	3934	0177
东平监	(東平監)	3935	0178
东平路	(東平路)	3936	0178
东龙谷	(東龍谷)	3937	0178
东四盟	(東四盟)	3938	0178
东兰州	(東蘭州)	3939	0178
东兰县	(東蘭縣)	3940	0178
东宁卫	(東寧衛)	3941	0178
东宁厅	(東寧廳)	3942	0178
东宁州	(東寧州)	3943	0178
东宁府	(東寧府)	3944	0178
东宁省	(東寧省)	3945	0178
东宁路	(東寧路)	3946	0178
东台场	(東台場)	3947	0178
东台县	(東台縣)	3948	0178
东西洋	(東西洋)	3949	0178
东场县	(東場縣)	3950	0178
东扬州	(東揚州)	3951	0178
东光县	(東光縣)	3952	0178
东合州	(東合州)	3953	0178
东会州	(東會州)	3954	0178
东迁县	(東遷縣)	3955	0178
东多城	(東多城)	3956	0178
东关县	(東關縣)	3957	0178
东关堡	(東關堡)	3958	0179
东兴县	(東興縣)	3959	0179
东兴岭	(東興嶺)	3960	0179
东兴堤	(東興堤)	3961	0179
东兴街	(東興街)	3962	0179
东江市	(東江市)	3963	0179
东江站	(東江站)	3964	0179
东江镇	(東江鎮)	3965	0179
东安乡	(東安鄉)	3966	0179
东安州	(東安州)	3967	0179
东安县	(東安縣)	3968	0179
东安郡	(東安郡)	3969	0179
东安镇	(東安鎮)	3970	0179
东阳县	(東陽縣)	3971	0179
东阳邑	(東陽邑)	3972	0180
东阳驿	(東陽驛)	3973	0180
东阳城	(東陽城)	3974	0180
东阳岩	(東陽岩)	3975	0180
东阳郡	(東陽郡)	3976	0180
东阳镇	(東陽鎮)	3977	0180
东陈县	(東陳縣)	3978	0180
东那县	(東那縣)	3979	0180
东牟山	(東牟山)	3980	0180
东牟县	(東牟縣)	3981	0180
东牟郡	(東牟郡)	3982	0180
东霸市	(東霸市)	3983	0180
东邯水	(東邯水)	3984	0180
东卤池	(東鹵池)	3985	0180
东连镇	(東連鎮)	3986	0180
东岚山	(東嵐山)	3987	0180
东邹县	(東鄒縣)	3988	0180
东庐山	(東廬山)	3989	0180
东库伦	(東庫倫)	3990	0180
东冶县	(東冶縣)	3991	0180
东阿县	(東阿縣)	3992	0181
东阿邑	(東阿邑)	3993	0181
东陉关	(東陘關)	3994	0181
东陇隘	(東隴隘)	3995	0181
东武县	(東武縣)	3996	0181
东武城	(東武城)	3997	0181
东武郡	(東武郡)	3998	0181
东坡观	(東坡觀)	3999	0181
东坡堡	(東坡堡)	4000	0181
东林寺	(東林寺)	4001	0181
东松州	(東松州)	4002	0181
东昌县	(東昌縣)	4003	0181
东昌府	(東昌府)	4004	0181
东昌路	(東昌路)	4005	0181
东明观	(東明觀)	4006	0181
东明县	(東明縣)	4007	0181
东罗县	(東羅縣)	4008	0181
东和州	(東和州)	4009	0181
东周国	(東周國)	4010	0181
东昏县	(東昏縣)	4011	0181
东京城	(東京城)	4012	0181
东京道	(東京道)	4013	0181
东京路	(東京路)	4014	0181
东府城	(東府城)	4015	0181
东㳍州	(东{氵布}州、東㳍州)	4016	0182
东宝山	(東寶山)	4017	0182
东官郡	(東官郡)	4018	0182
东沓县	(東沓縣)	4019	0182
东垣县	(東垣縣)	4020	0182
东垣邑	(東垣邑)	4021	0182
东城县	(東城縣)	4022	0182
东城镇	(東城鎮)	4023	0182
东荆州	(東荆州)	4024	0182
东柯谷	(東柯谷)	4025	0182
东峤山	(東嶠山)	4026	0182
东泉站	(東泉站)	4027	0182
东泉镇	(東泉鎮)	4028	0182
东胜厅	(東勝廳)	4029	0182
东胜州	(東勝州)	4030	0182
东胜县	(東勝縣)	4031	0182
东胜堡	(東勝堡)	4032	0182
东亭县	(東亭縣)	4033	0182
东津镇	(東津鎮)	4034	0182
东秦州	(東秦州)	4035	0182
东泰山	(東泰山)	4036	0182
东泰州	(東泰州)	4037	0182
东菜国	(東菜國)	4038	0182
东菜郡	(東菜郡)	4039	0182
东莞县	(東莞縣)	4040	0182
东莞郡	(東莞郡)	4041	0183
东夏州	(東夏州)	4042	0183
东峨州	(東峨州)	4043	0183
东徐州	(東徐州)	4044	0183
东玺县	(東璽縣)	4045	0183
东益州	(東益州)	4046	0183
东流县	(東流縣)	4047	0183
东海县	(東海縣)	4048	0183
东海城	(東海城)	4049	0183
东海郡	(東海郡)	4050	0183
东陵乡	(東陵鄉)	4051	0183
东陵县	(東陵縣)	4052	0183
东营澳	(東營澳)	4053	0183
东圉邑	(東圉邑)	4054	0184
东停县	(東停縣)	4055	0184
东梁山	(東梁山)	4056	0184
东梁州	(東梁州)	4057	0184
东随县	(東隨縣)	4058	0184
东随郡	(東隨郡)	4059	0184
东渭桥	(東渭橋)	4060	0184
东游市	(東游市)	4061	0184
东湖县	(東湖縣)	4062	0184
东湖站	(東湖站)	4063	0184
东睦州	(東睦州)	4064	0184
东缗县	(東緡縣)	4065	0184
东楚州	(東楚州)	4066	0184
东虞州	(東虞州)	4067	0184
东蒙山	(東蒙山)	4068	0184
东蒙峰	(東蒙峰)	4069	0184
东暆县	(東暆縣)	4070	0184
东雍州	(東雍州)	4071	0184
东嘉州	(東嘉州)	4072	0184
东熊洲	(東熊洲)	4073	0184
东鹜山	(東鶩山)	4074	0184
东镇城	(東鎮城)	4075	0184
东黎县	(東黎縣)	4076	0184
东燕州	(東燕州)	4077	0185
东燕县	(東燕縣)	4078	0185
东燕国	(東燕國)	4079	0185
东燕郡	(東燕郡)	4080	0185
东衡州	(東衡州)	4081	0185
东馆市	(東館市)	4082	0185
东豫州	(東豫州)	4083	0185
东魏县	(東魏縣)	4084	0185
东大洋海	(東大洋海)	4085	0185
东上洛郡	(東上洛郡)	4086	0185
东广汉郡	(東廣漢郡)	4087	0185
东乡土司	(東鄉土司)	4088	0185
东无棣县	(東無棣縣)	4089	0185
东木根山	(東木根山)	4090	0185
东太清宫	(東太清宮)	4091	0185
东不羹国	(東不羹國)	4092	0185
东正阳镇	(東正陽鎮)	4093	0185
东平阳镇	(東平陽鎮)	4094	0185
东平陆县	(東平陸縣)	4095	0185
东平舒县	(東平舒縣)	4096	0185
东平陵县	(東平陵縣)	4097	0185
东且弥国	(東且彌國)	4098	0185
东永安县	(東永安縣)	4099	0185
东光城郡	(東光城郡)	4100	0185
东曲城县	(東曲城縣)	4101	0185
东朱提郡	(東朱提郡)	4102	0185
东江口营	(東江口營)	4103	0185
东江阳郡	(東江陽郡)	4104	0186
东安平县	(東安平縣)	4105	0186
东安侯国	(東安侯國)	4106	0186
东阴盘县	(東陰盤縣)	4107	0186
东张掖郡	(東張掖郡)	4108	0186
东武阳县	(東武陽縣)	4109	0186
东武城县	(東武城縣)	4110	0186
东林守捉	(東林守捉)	4111	0186
东昌侯国	(東昌侯國)	4112	0186
东受降城	(東受降城)	4113	0186
东河阳县	(東河陽縣)	4114	0186
东河阳郡	(東河陽郡)	4115	0186
东河桥镇	(東河橋鎮)	4116	0186
东宕渠郡	(東宕渠郡)	4117	0186
东姑复县	(東姑复縣)	4118	0186
东驿头堡	(東驛頭堡)	4119	0186
东胜左卫	(東勝左衛)	4120	0186
东胜右卫	(東勝右衛)	4121	0186
东恒农郡	(東恆農郡)	4122	0186
东洪桥镇	(東洪橋鎮)	4123	0186
东洋行县	(東洋行縣)	4124	0186
东济北郡	(東濟北郡)	4125	0186
东晋寿郡	(東晉壽郡)	4126	0186
东莞盐场	(東莞鹽場)	4127	0186
东流土司	(東流土司)	4128	0186
东朝阳县	(東朝陽縣)	4129	0186
东遂宁郡	(東遂寧郡)	4130	0186
东舞阳县	(東舞陽縣)	4131	0186
东蔡阳县	(東蔡陽縣)	4132	0187
东山皋落氏	(東山皋落氏)	4133	0187
东西嘉梁州	(東西嘉梁州)	4134	0187
东莞千户所	(東莞千户所)	4135	0187
东流长官司	(東流長官司)	4136	0187
东随安左郡	(東隨安左郡)	4137	0187
东海中千户所	(東海中千户所)	4138	0187
东乡五路安抚司	(東鄉五路安撫司)	4139	0187
厉乡	(厲鄉)	4140	0187
厉国	(厲國)	4141	0187
厉门塞	(厲門塞)	4142	0187
布豁		4143	0187
布山县	(布山縣)	4144	0187
布古尔	(布古爾)	4145	0187
布西厅	(布西廳)	4146	0187
布特哈		4147	0187
布鼓城		4148	0187
布达拉宫	(布達拉宮)	4149	0187
石山		4150	0187
石门	(石門)	4151	0187
石水		4152	0188
石龙	(石龍)	4153	0188
石头	(石頭)	4154	0188
石同		4155	0188
石庄		4156	0188
石州		4157	0188
石关	(石關)	4158	0188
石邑		4159	0188
石汶		4160	0188
石林		4161	0188
石城		4162	0188
石柱		4163	0188
石栅	(石柵)	4164	0188
石亭		4165	0188
石浔	(石潯)	4166	0188
石桥	(石橋)	4167	0188
石积	(石積)	4168	0189
石浦		4169	0189
石排		4170	0189
石硊		4171	0189
石堂		4172	0189
石康		4173	0189
石淙		4174	0189
石渠		4175	0189
石港		4176	0189
石塘		4177	0189
石漠		4178	0189
石溪		4179	0189
石窟		4180	0189
石濑	(石瀨)	4181	0189
石人汪		4182	0189
石山郡		4183	0189
石口隘		4184	0189
石子岭	(石子嶺)	4185	0189
石子河		4186	0189
石门山	(石門山)	4187	0189
石门关	(石門關)	4188	0189
石门县	(石門縣)	4189	0189
石门邑	(石門邑)	4190	0190
石门谷	(石門谷)	4191	0190
石门驿	(石門驛)	4192	0190
石门亭	(石門亭)	4193	0190
石门道	(石門道)	4194	0190
石门障	(石門障)	4195	0190
石门镇	(石門鎮)	4196	0190
石井镇	(石井鎮)	4197	0190
石牛站		4198	0190
石牛驿	(石牛驛)	4199	0190
石牛道		4200	0190
石分镇	(石分鎮)	4201	0190
石孔山		4202	0190
石艾县	(石艾縣)	4203	0190
石龙县	(石龍縣)	4204	0190
石龙郡	(石龍郡)	4205	0190
石旧县	(石舊縣)	4206	0190
石仞寨		4207	0190
石头驿	(石頭驛)	4208	0190
石头城	(石頭城)	4209	0190
石头站	(石頭站)	4210	0190
石头脚	(石頭腳)	4211	0190
石头渚	(石頭渚)	4212	0191
石头街	(石頭街)	4213	0191
石阡府		4214	0191
石台县	(石台縣)	4215	0191
石西州		4216	0191
石夷门	(石夷門)	4217	0191
石灰窑	(石灰窯)	4218	0191
石会关	(石會關)	4219	0191
石臼戍		4220	0191
石臼寨		4221	0191
石羊关	(石羊關)	4222	0191
石汗那		4223	0191
石安县	(石安縣)	4224	0191
石安原		4225	0191
石阳县	(石陽縣)	4226	0191
石阳城	(石陽城)	4227	0191
石坛山	(石壇山)	4228	0191
石花堡		4229	0191
石匣城		4230	0191
石步镇	(石步鎮)	4231	0191
石岘堡	(石峴堡)	4232	0191
石邑县	(石邑縣)	4233	0191
石佛山		4234	0191
石佛站		4235	0191
石驴山	(石驢山)	4236	0191
石纽邨	(石紐邨)	4237	0192
石坪州		4238	0192
石岩山		4239	0192
石岭关	(石嶺關)	4240	0192
石昌镇	(石昌鎮)	4241	0192
石黾岭	(石黽嶺)	4242	0192
石和城		4243	0192
石鱼湖	(石魚湖)	4244	0192
石宝山	(石寶山)	4245	0192
石封县	(石封縣)	4246	0192
石城山		4247	0192
石城场	(石城場)	4248	0192
石城戍		4249	0192
石城县	(石城縣)	4250	0192
石城津		4251	0193
石城郡		4252	0193
石城镇	(石城鎮)	4253	0193
石南县	(石南縣)	4254	0193
石南郡		4255	0193
石峡镇	(石峽鎮)	4256	0193
石秋县	(石秋縣)	4257	0193
石钟山	(石鍾山)	4258	0193
石盆寨		4259	0193
石泉军	(石泉軍)	4260	0193
石泉县	(石泉縣)	4261	0193
石胜城	(石勝城)	4262	0193
石亭戍		4263	0193
石亭县	(石亭縣)	4264	0193
石亭镇	(石亭鎮)	4265	0193
石首县	(石首縣)	4266	0193
石济水	(石濟水)	4267	0193
石济津	(石濟津)	4268	0193
石闾山	(石閭山)	4269	0193
石屏州		4270	0193
石狮隘	(石獅隘)	4271	0193
石桥浦	(石橋浦)	4272	0193
石桥镇	(石橋鎮)	4273	0194
