# 臺灣華語文能力基準（TBCL）詞語表 （202504版）
# https://coct.naer.edu.tw/page.jsp?ID=41
# 三等七級14,425個詞的詞語表
#
# word	id	bopomofo	pinyin	deng	ji	situation	wfreq	sfreq

可靠	2263	ㄎㄜˇ ㄎㄠˋ	kě kào	進階	第4*級	核心詞	28	4
可笑	2264	ㄎㄜˇ ㄒㄧㄠˋ	kě xiào	進階	第4*級	核心詞	21	0
客戶	2265	ㄎㄜˋ ㄏㄨˋ	kè hù	進階	第4*級	購物、商店	86	30
課堂	2266	ㄎㄜˋ ㄊㄤˊ	kè táng	進階	第4*級	教育、學習	24	16
客運	2267	ㄎㄜˋ ㄩㄣˋ	kè yùn	進階	第4*級	交通、旅遊	3	2
肯	2268	ㄎㄣˇ	kěn	進階	第4*級	核心詞	103	23
肯定	2269	ㄎㄣˇ ㄉㄧㄥˋ	kěn dìng	進階	第4*級	核心詞	134	69
空中	2270	ㄎㄨㄥ ㄓㄨㄥ	kōng zhōng	進階	第4*級	自然環境	36	28
口水	2271	ㄎㄡˇ ㄕㄨㄟˇ	kǒu shuǐ	進階	第4*級	身體、醫療	15	6
扣子	2272	ㄎㄡˋ ˙ㄗ	kòu zi	進階	第4*級	購物、商店	2	0
款式	2273	ㄎㄨㄢˇ ㄕˋ	kuǎn shì	進階	第4*級	核心詞	6	4
拉鍊	2274	ㄌㄚ ㄌㄧㄢˋ	lā liàn	進階	第4*級	購物、商店	2	0
來回	2275	ㄌㄞˊ ㄏㄨㄟˊ	lái huí	進階	第4*級	核心詞	21	15
來源	2276	ㄌㄞˊ ㄩㄢˊ	lái yuán	進階	第4*級	核心詞	59	71
懶得	2277	ㄌㄢˇ ˙ㄉㄜ	lǎn de	進階	第4*級	核心詞	9	3
浪漫	2278	ㄌㄤˋ ㄇㄢˋ	làng màn	進階	第4*級	休閒、娛樂	31	29
老年	2279	ㄌㄠˇ ㄋㄧㄢˊ	lǎo nián	進階	第4*級	社會	15	8
樂觀	2280	ㄌㄜˋ ㄍㄨㄢ	lè guān	進階	第4*級	核心詞	58	42
樂趣	2281	ㄌㄜˋ ㄑㄩˋ	lè qù	進階	第4*級	核心詞	45	35
類型	2282	ㄌㄟˋ ㄒㄧㄥˊ	lèi xíng	進階	第4*級	核心詞	68	17
冷門	2283	ㄌㄥˇ ㄇㄣˊ	lěng mén	進階	第4*級	購物、商店	2	0
離婚	2284	ㄌㄧˊ ㄏㄨㄣ	lí hūn	進階	第4*級	個人資料	44	22
理髮	2285	ㄌㄧˇ ㄈㄚˇ	lǐ fǎ	進階	第4*級	日常起居	3	2
理想	2286	ㄌㄧˇ ㄒㄧㄤˇ	lǐ xiǎng	進階	第4*級	個人資料	100	59
力氣	2287	ㄌㄧˋ ㄑㄧˋ	lì qì	進階	第4*級	身體、醫療	38	25
例外	2288	ㄌㄧˋ ㄨㄞˋ	lì wài	進階	第4*級	核心詞	34	5
連續	2289	ㄌㄧㄢˊ ㄒㄩˋ	lián xù	進階	第4*級	核心詞	49	51
臉紅	2290	ㄌㄧㄢˇ ㄏㄨㄥˊ	liǎn hóng	進階	第4*級	情緒、態度	9	1
戀愛	2291	ㄌㄧㄢˋ ㄞˋ	liàn ài	進階	第4*級	社交、人際	20	9
良好	2292	ㄌㄧㄤˊ ㄏㄠˇ	liáng hǎo	進階	第4*級	核心詞	74	32
了不起	2293	ㄌㄧㄠˇ ㄅㄨˋ ㄑㄧˇ	liǎo bù qǐ	進階	第4*級	社交、人際	31	25
林	2294	ㄌㄧㄣˊ	lín	進階	第4*級	核心詞	40	98
淋浴	2295	ㄌㄧㄣˊ ㄩˋ	lín yù	進階	第4*級	日常起居	4	1
零食	2296	ㄌㄧㄥˊ ㄕˊ	líng shí	進階	第4*級	餐飲、烹飪	5	14
留念	2297	ㄌㄧㄡˊ ㄋㄧㄢˋ	liú niàn	進階	第4*級	休閒、娛樂	2	2
露營	2298	ㄌㄨˋ ㄧㄥˊ	lù yíng	進階	第4*級	休閒、娛樂	5	3
論文	2299	ㄌㄨㄣˋ ㄨㄣˊ	lùn wén	進階	第4*級	教育、學習	63	8
買單	2300	ㄇㄞˇ ㄉㄢ	mǎi dān	進階	第4*級	核心詞	2	1
麥	2301	ㄇㄞˋ	mài	進階	第4*級	餐飲、烹飪	10	17
賣座	2302	ㄇㄞˋ ㄗㄨㄛˋ	mài zuò	進階	第4*級	休閒、娛樂	2	0
毛病	2303	ㄇㄠˊ ㄅㄧㄥˋ	máo bìng	進階	第4*級	身體、醫療	37	9
貿易	2304	ㄇㄠˋ ㄧˋ	mào yì	進階	第4*級	職業	47	35
美好	2305	ㄇㄟˇ ㄏㄠˇ	měi hǎo	進階	第4*級	核心詞	68	46
美容院	2306	ㄇㄟˇ ㄖㄨㄥˊ ㄩㄢˋ	měi róng yuàn	進階	第4*級	日常起居	2	2
美味	2307	ㄇㄟˇ ㄨㄟˋ	měi wèi	進階	第4*級	餐飲、烹飪	18	29
門市	2308	ㄇㄣˊ ㄕˋ	mén shì	進階	第4*級	購物、商店	3	2
迷人	2309	ㄇㄧˊ ㄖㄣˊ	mí rén	進階	第4*級	核心詞	25	7
米飯	2310	ㄇㄧˇ ㄈㄢˋ	mǐ fàn	進階	第4*級	餐飲、烹飪	6	10
米粉	2311	ㄇㄧˇ ㄈㄣˇ	mǐ fěn	進階	第4*級	餐飲、烹飪	3	5
面	2312	ㄇㄧㄢˋ	miàn	進階	第4*級	核心詞	142	113
面對	2313	ㄇㄧㄢˋ ㄉㄨㄟˋ	miàn duì	進階	第4*級	核心詞	264	238
麵粉	2314	ㄇㄧㄢˋ ㄈㄣˇ	miàn fěn	進階	第4*級	餐飲、烹飪	9	21
面談	2315	ㄇㄧㄢˋ ㄊㄢˊ	miàn tán	進階	第4*級	職業	9	2
秒鐘	2316	ㄇㄧㄠˇㄓㄨㄥ	miǎozhōng	進階	第4*級	核心詞	21	17
民間	2317	ㄇㄧㄣˊ ㄐㄧㄢ	mín jiān	進階	第4*級	社會	63	46
民宿	2318	ㄇㄧㄣˊ ㄙㄨˋ	mín sù	進階	第4*級	交通、旅遊	4	15
民眾	2319	ㄇㄧㄣˊ ㄓㄨㄥˋ	mín zhòng	進階	第4*級	社會	59	327
民族	2320	ㄇㄧㄣˊ ㄗㄨˊ	mín zú	進階	第4*級	教育、學習	99	69
名稱	2321	ㄇㄧㄥˊ ㄔㄥ	míng chēng	進階	第4*級	核心詞	46	22
名叫	2322	ㄇㄧㄥˊ ㄐㄧㄠˋ	míng jiào	進階	第4*級	個人資料	48	6
名牌	2323	ㄇㄧㄥˊ ㄆㄞˊ	míng pái	進階	第4*級	購物、商店	9	8
明星	2324	ㄇㄧㄥˊ ㄒㄧㄥ	míng xīng	進階	第4*級	休閒、娛樂	30	17
命令	2325	ㄇㄧㄥˋ ㄌㄧㄥˋ	mìng lìng	進階	第4*級	核心詞	86	9
命運	2326	ㄇㄧㄥˋ ㄩㄣˋ	mìng yùn	進階	第4*級	核心詞	70	44
末	2327	ㄇㄛˋ	mò	進階	第4*級	核心詞	50	19
木	2328	ㄇㄨˋ	mù	進階	第4*級	核心詞	36	40
目的地	2329	ㄇㄨˋ ㄉㄧˋ ㄉㄧˋ	mù dì dì	進階	第4*級	交通、旅遊	13	12
木頭	2330	ㄇㄨˋ ˙ㄊㄡ	mù tou	進階	第4*級	日常起居	23	37
拿手	2331	ㄋㄚˊ ㄕㄡˇ	ná shǒu	進階	第4*級	核心詞	6	4
耐心	2332	ㄋㄞˋ ㄒㄧㄣ	nài xīn	進階	第4*級	職業	39	31
難道	2333	ㄋㄢˊ ㄉㄠˋ	nán dào	進階	第4*級	核心詞	90	45
難得	2334	ㄋㄢˊ ㄉㄜˊ	nán dé	進階	第4*級	核心詞	32	49
難怪	2335	ㄋㄢˊ ㄍㄨㄞˋ	nán guài	進階	第4*級	核心詞	30	34
男士	2336	ㄋㄢˊ ㄕˋ	nán shì	進階	第4*級	核心詞	16	3
難忘	2337	ㄋㄢˊ ㄨㄤˋ	nán wàng	進階	第4*級	情緒、態度	15	11
男子	2338	ㄋㄢˊ ㄗˇ	nán zǐ	進階	第4*級	核心詞	52	12
腦袋	2339	ㄋㄠˇ ㄉㄞˋ	nǎo dài	進階	第4*級	身體、醫療	48	16
內褲	2340	ㄋㄟˋㄎㄨˋ	nèi kù	進階	第4*級	購物、商店	5	2
內心	2341	ㄋㄟˋ ㄒㄧㄣ	nèi xīn	進階	第4*級	核心詞	113	62
內衣	2342	ㄋㄟˋ ㄧ	nèi yī	進階	第4*級	購物、商店	6	2
膩	2343	ㄋㄧˋ	nì	進階	第4*級	餐飲、烹飪	7	8
年代	2344	ㄋㄧㄢˊ ㄉㄞˋ	nián dài	進階	第4*級	核心詞	50	83
年糕	2345	ㄋㄧㄢˊ ㄍㄠ	nián gāo	進階	第4*級	餐飲、烹飪	2	6
寧可	2346	ㄋㄧㄥˊ ㄎㄜˇ	níng kě	進階	第4*級	核心詞	23	6
檸檬	2347	ㄋㄧㄥˊ ㄇㄥˊ	níng méng	進階	第4*級	餐飲、烹飪	7	12
寧願	2348	ㄋㄧㄥˊ ㄩㄢˋ	níng yuàn	進階	第4*級	核心詞	18	10
農藥	2349	ㄋㄨㄥˊ ㄧㄠˋ	nóng yào	進階	第4*級	自然環境	4	162
弄錯	2350	ㄋㄨㄥˋ ㄘㄨㄛˋ	nòng cuò	進階	第4*級	核心詞	7	2
暖和	2351	ㄋㄨㄢˇ ˙ㄏㄨㄛ	nuǎn huo	進階	第4*級	交通、旅遊	7	4
女士	2352	ㄋㄩˇ ㄕˋ	nǚ shì	進階	第4*級	核心詞	82	19
女子	2353	ㄋㄩˇ ㄗˇ	nǚ zǐ	進階	第4*級	核心詞	82	14
偶爾/偶而	2354	ㄡˇ ㄦˇ/ㄡˇ ㄦˊ	ǒu ěr/ǒu ér	進階	第4*級	核心詞	73	38
拍手	2355	ㄆㄞ ㄕㄡˇ	pāi shǒu	進階	第4*級	核心詞	7	7
排球	2356	ㄆㄞˊ ㄑㄧㄡˊ	pái qiú	進階	第4*級	休閒、娛樂	2	1
配合	2357	ㄆㄟˋ ㄏㄜˊ	pèi hé	進階	第4*級	核心詞	66	73
碰面	2358	ㄆㄥˋ ㄇㄧㄢˋ	pèng miàn	進階	第4*級	社交、人際	12	4
匹1	2359	ㄆㄧ	pī	進階	第4*級	核心詞	42	12
批評	2360	ㄆㄧ ㄆㄧㄥˊ	pī píng	進階	第4*級	核心詞	86	25
皮帶	2361	ㄆㄧˊ ㄉㄞˋ	pí dài	進階	第4*級	日常起居	8	6
脾氣	2362	ㄆㄧˊ ㄑㄧˋ	pí qì	進階	第4*級	個人資料	35	22
騙人	2363	ㄆㄧㄢˋ ㄖㄣˊ	piàn rén	進階	第4*級	安全	6	6
騙子	2364	ㄆㄧㄢˋ ˙ㄗ	piàn zi	進階	第4*級	安全	9	3
品牌	2365	ㄆㄧㄣˇ ㄆㄞˊ	pǐn pái	進階	第4*級	購物、商店	104	29
乒乓球	2366	ㄆㄧㄥ ㄆㄤ ㄑㄧㄡˊ	pīng pāng qiú	進階	第4*級	休閒、娛樂	2	2
平	2367	ㄆㄧㄥˊ	píng	進階	第4*級	核心詞	18	48
平靜	2368	ㄆㄧㄥˊ ㄐㄧㄥˋ	píng jìng	進階	第4*級	核心詞	53	30
婆婆	2369	ㄆㄛˊ ˙ㄆㄛ	pó po	進階	第4*級	個人資料	34	46
妻子/妻	2370	ㄑㄧ ˙ㄗ / ㄑㄧ	qī zi / qī	進階	第4*級	個人資料	196	29
期待	2371	ㄑㄧˊ ㄉㄞˋ	qí dài	進階	第4*級	核心詞	92	110
期間	2372	ㄑㄧˊ ㄐㄧㄢ	qí jiān	進階	第4*級	核心詞	110	72
期望	2373	ㄑㄧˊ ㄨㄤˋ	qí wàng	進階	第4*級	核心詞	51	36
旗子	2374	ㄑㄧˊ ˙ㄗ	qí zi	進階	第4*級	日常起居	3	5
氣氛	2375	ㄑㄧˋ ㄈㄣ	qì fēn	進階	第4*級	核心詞	61	48
氣功	2376	ㄑㄧˋ ㄍㄨㄥ	qì gōng	進階	第4*級	文化	6	3
氣象	2377	ㄑㄧˋ ㄒㄧㄤˋ	qì xiàng	進階	第4*級	交通、旅遊	10	63
企業	2378	ㄑㄧˋ ㄧㄝˋ	qì yè	進階	第4*級	職業	310	61
千萬	2379	ㄑㄧㄢ ㄨㄢˋ	qiān wàn	進階	第4*級	核心詞	59	48
前進	2380	ㄑㄧㄢˊ ㄐㄧㄣˋ	qián jìn	進階	第4*級	核心詞	62	32
強大	2381	ㄑㄧㄤˊ ㄉㄚˋ	qiáng dà	進階	第4*級	核心詞	52	24
敲	2382	ㄑㄧㄠ	qiāo	進階	第4*級	核心詞	34	18
親愛	2383	ㄑㄧㄣ ㄞˋ	qīn ài	進階	第4*級	核心詞	44	11
親密	2384	ㄑㄧㄣ ㄇㄧˋ	qīn mì	進階	第4*級	社交、人際	46	10
親人	2385	ㄑㄧㄣ ㄖㄣˊ	qīn rén	進階	第4*級	個人資料	23	34
清	2386	ㄑㄧㄥ	qīng	進階	第4*級	核心詞	114	56
輕便	2387	ㄑㄧㄥ ㄅㄧㄢˋ	qīng biàn	進階	第4*級		3	2
青年	2388	ㄑㄧㄥ ㄋㄧㄢˊ	qīng nián	進階	第4*級	社會	77	68
清早	2389	ㄑㄧㄥ ㄗㄠˇ	qīng zǎo	進階	第4*級	核心詞	5	2
請教	2390	ㄑㄧㄥˇ ㄐㄧㄠˋ	qǐng jiào	進階	第4*級	核心詞	23	70
求	2391	ㄑㄧㄡˊ	qiú	進階	第4*級	核心詞	110	79
區域	2392	ㄑㄩ ㄩˋ	qū yù	進階	第4*級	日常起居	57	96
取	2393	ㄑㄩˇ	qǔ	進階	第4*級	核心詞	84	68
勸	2394	ㄑㄩㄢˋ	quàn	進階	第4*級	核心詞	45	13
缺點	2395	ㄑㄩㄝ ㄉㄧㄢˇ	quē diǎn	進階	第4*級	核心詞	40	19
熱量	2396	ㄖㄜˋ ㄌㄧㄤˋ	rè liàng	進階	第4*級	餐飲、烹飪	11	31
人家1	2397	ㄖㄣˊ ㄐㄧㄚ	rén jiā	進階	第4*級	日常起居	110	436
人類	2398	ㄖㄣˊ ㄌㄟˋ	rén lèi	進階	第4*級	核心詞	292	279
人們	2399	ㄖㄣˊ ˙ㄇㄣ	rén men	進階	第4*級	核心詞	311	70
人民	2400	ㄖㄣˊ ㄇㄧㄣˊ	rén mín	進階	第4*級	個人資料	114	126
人生	2401	ㄖㄣˊ ㄕㄥ	rén shēng	進階	第4*級	核心詞	261	271
忍	2402	ㄖㄣˇ	rěn	進階	第4*級	核心詞	25	21
認得	2403	ㄖㄣˋ ˙ㄉㄜ	rèn de	進階	第4*級	核心詞	20	7
任何	2404	ㄖㄣˋ ㄏㄜˊ	rèn hé	進階	第4*級	核心詞	510	214
任務	2405	ㄖㄣˋ ㄨˋ	rèn wù	進階	第4*級	核心詞	90	92
扔	2406	ㄖㄥ	rēng	進階	第4*級	核心詞	14	4
日常	2407	ㄖˋ ㄔㄤˊ	rì cháng	進階	第4*級	核心詞	79	53
日出	2408	ㄖˋ ㄔㄨ	rì chū	進階	第4*級	核心詞	7	7
肉類	2409	ㄖㄡˋㄌㄟˋ	ròu lèi	進階	第4*級	餐飲、烹飪	5	8
如今	2410	ㄖㄨˊ ㄐㄧㄣ	rú jīn	進階	第4*級	核心詞	121	77
入	2411	ㄖㄨˋ	rù	進階	第4*級	核心詞	106	119
入境	2412	ㄖㄨˋ ㄐㄧㄥˋ	rù jìng	進階	第4*級	交通、旅遊	4	12
弱	2413	ㄖㄨㄛˋ	ruò	進階	第4*級	核心詞	39	29
若是	2414	ㄖㄨㄛˋ ㄕˋ	ruò shì	進階	第4*級	核心詞	68	13
賽跑	2415	ㄙㄞˋ ㄆㄠˇ	sài pǎo	進階	第4*級	休閒、娛樂	6	7
三角形	2416	ㄙㄢ ㄐㄧㄠˇ ㄒㄧㄥˊ	sān jiǎo xíng	進階	第4*級	核心詞	9	6
嫂嫂	2417	ㄙㄠˇ ˙ㄙㄠ	sǎo sao	進階	第4*級	核心詞	7	2
掃把	2418	ㄙㄠˋ ㄅㄚˇ	sào bǎ	進階	第4*級	日常起居	4	7
色彩	2419	ㄙㄜˋ ㄘㄞˇ	sè cǎi	進階	第4*級	核心詞	40	32
沙	2420	ㄕㄚ	shā	進階	第4*級	核心詞	25	53
沙灘	2421	ㄕㄚ ㄊㄢ	shā tān	進階	第4*級	休閒、娛樂	13	17
沙子	2422	ㄕㄚ ˙ㄗ	shā zi	進階	第4*級	自然環境	6	17
傷害	2423	ㄕㄤ ㄏㄞˋ	shāng hài	進階	第4*級	安全	99	93
傷心	2424	ㄕㄤ ㄒㄧㄣ	shāng xīn	進階	第4*級	核心詞	39	23
上街	2425	ㄕㄤˋ ㄐㄧㄝ	shàng jiē	進階	第4*級	核心詞	5	8
少年	2426	ㄕㄠˋ ㄋㄧㄢˊ	shào nián	進階	第4*級	個人資料	62	15
少女	2427	ㄕㄠˋ ㄋㄩˇ	shào nǚ	進階	第4*級	個人資料	33	7
設計	2428	ㄕㄜˋ ㄐㄧˋ	shè jì	進階	第4*級	職業	269	206
社區	2429	ㄕㄜˋ ㄑㄩ	shè qū	進階	第4*級	教育、學習	122	243
身	2430	ㄕㄣ	shēn	進階	第4*級	身體、醫療	456	280
伸	2431	ㄕㄣ	shēn	進階	第4*級	身體、醫療	22	7
身材	2432	ㄕㄣ ㄘㄞˊ	shēn cái	進階	第4*級	身體、醫療	33	10
身分/身份	2433	ㄕㄣ ㄈㄣˋ	shēn fèn	進階	第4*級	職業	84	45
深刻	2434	ㄕㄣ ㄎㄜˋ	shēn kè	進階	第4*級	核心詞	65	80
深夜	2435	ㄕㄣ ㄧㄝˋ	shēn yè	進階	第4*級	核心詞	19	6
甚至	2436	ㄕㄣˋ ㄓˋ	shèn zhì	進階	第4*級	核心詞	491	370
生產	2437	ㄕㄥ ㄔㄢˇ	shēng chǎn	進階	第4*級	職業	125	164
升級	2438	ㄕㄥ ㄐㄧˊ	shēng jí	進階	第4*級	職業	6	5
生命	2439	ㄕㄥ ㄇㄧㄥˋ	shēng mìng	進階	第4*級	核心詞	381	370
生肖	2440	ㄕㄥ ㄒㄧㄠˋ	shēng xiào	進階	第4*級	核心詞	2	3
生長	2441	ㄕㄥ ㄓㄤˇ	shēng zhǎng	進階	第4*級	自然環境	42	124
勝利	2442	ㄕㄥˋ ㄌㄧˋ	shèng lì	進階	第4*級	休閒、娛樂	60	10
失戀	2443	ㄕ ㄌㄧㄢˋ	shī liàn	進階	第4*級	社交、人際	5	2
失望	2444	ㄕ ㄨㄤˋ	shī wàng	進階	第4*級	情緒、態度	52	24
時代	2445	ㄕˊ ㄉㄞˋ	shí dài	進階	第4*級	核心詞	275	151
實際	2446	ㄕˊ ㄐㄧˋ	shí jì	進階	第4*級	教育、學習	190	197
時期	2447	ㄕˊ ㄑㄧˊ	shí qí	進階	第4*級	核心詞	149	105
實現	2448	ㄕˊ ㄒㄧㄢˋ	shí xiàn	進階	第4*級	教育、學習	91	34
實用	2449	ㄕˊ ㄩㄥˋ	shí yòng	進階	第4*級	核心詞	27	21
適當	2450	ㄕˋ ㄉㄤˋ	shì dàng	進階	第4*級	核心詞	77	35
室內	2451	ㄕˋ ㄋㄟˋ	shì nèi	進階	第4*級	日常起居	0	0
室外	2452	ㄕˋ ㄨㄞˋ	shì wài	進階	第4*級	日常起居	0	0
事業	2453	ㄕˋ ㄧㄝˋ	shì yè	進階	第4*級	職業	130	64
適應	2454	ㄕˋ ㄧㄥˋ	shì yìng	進階	第4*級	核心詞	70	56
收費	2455	ㄕㄡ ㄈㄟˋ	shōu fèi	進階	第4*級	日常起居	6	6
收集	2456	ㄕㄡ ㄐㄧˊ	shōu jí	進階	第4*級	教育、學習	25	66
熟悉	2457	ㄕㄡˊ ㄒㄧ	shóu xī	進階	第4*級	核心詞	77	53
首	2458	ㄕㄡˇ	shǒu	進階	第4*級	核心詞	143	113
手術	2459	ㄕㄡˇ ㄕㄨˋ	shǒu shù	進階	第4*級	身體、醫療	53	61
受得了	2460	ㄕㄡˋ ˙ㄉㄜ ㄌㄧㄠˇ	shòu de liǎo	進階	第4*級	核心詞	3	3
受騙	2461	ㄕㄡˋ ㄆㄧㄢˋ	shòu piàn	進階	第4*級	安全	5	2
梳子	2462	ㄕㄨ ˙ㄗ	shū zi	進階	第4*級	日常起居	5	0
叔父	2463	ㄕㄨˊ ㄈㄨˋ	shú fù	進階	第4*級	個人資料	10	0
數學	2464	ㄕㄨˋ ㄒㄩㄝˊ	shù xué	進階	第4*級	教育、學習	76	41
帥哥	2465	ㄕㄨㄞˋ ㄍㄜ	shuài gē	進階	第4*級	核心詞	3	3
雙方	2466	ㄕㄨㄤ ㄈㄤ	shuāng fāng	進階	第4*級	社會	81	65
睡眠	2467	ㄕㄨㄟˋ ㄇㄧㄢˊ	shuì mián	進階	第4*級	身體、醫療	71	40
說不定	2468	ㄕㄨㄛ ㄅㄨˊ ㄉㄧㄥˋ	shuō bú dìng	進階	第4*級	核心詞	47	28
絲	2469	ㄙ	sī	進階	第4*級	核心詞	60	34
思考	2470	ㄙ ㄎㄠˇ	sī kǎo	進階	第4*級	核心詞	257	99
死亡	2471	ㄙˇ ㄨㄤˊ	sǐ wáng	進階	第4*級	身體、醫療	118	151
四處	2472	ㄙˋ ㄔㄨˋ	sì chù	進階	第4*級	核心詞	49	26
四周	2473	ㄙˋ ㄓㄡ	sì zhōu	進階	第4*級	核心詞	53	17
蒜	2474	ㄙㄨㄢˋ	suàn	進階	第4*級	餐飲、烹飪	4	7
算了	2475	ㄙㄨㄢˋ ˙ㄌㄜ	suàn le	進階	第4*級	核心詞	20	17
算是	2476	ㄙㄨㄢˋ ㄕˋ	suàn shì	進階	第4*級	核心詞	79	122
縮水	2477	ㄙㄨㄛ ㄕㄨㄟˇ	suō shuǐ	進階	第4*級	購物、商店	2	4
抬/擡	2478	ㄊㄞˊ	tái	進階	第4*級	核心詞	36	25
太極拳	2479	ㄊㄞˋ ㄐㄧˊ ㄑㄩㄢˊ	tài jí quán	進階	第4*級	休閒、娛樂	2	4
攤販	2480	ㄊㄢ ㄈㄢˋ	tān fàn	進階	第4*級	購物、商店	4	7
攤位	2481	ㄊㄢ ㄨㄟˋ	tān wèi	進階	第4*級	購物、商店	6	10
彈	2482	ㄊㄢˊ	tán	進階	第4*級	休閒、娛樂	49	31
談戀愛	2483	ㄊㄢˊ ㄌㄧㄢˋ ㄞˋ	tán liàn ài	進階	第4*級	社交、人際	6	7
湯圓	2484	ㄊㄤ ㄩㄢˊ	tāng yuán	進階	第4*級	餐飲、烹飪	4	8
逃	2485	ㄊㄠˊ	táo	進階	第4*級	安全	37	16
特點	2486	ㄊㄜˋ ㄉㄧㄢˇ	tè diǎn	進階	第4*級	核心詞	22	12
特性	2487	ㄊㄜˋ ㄒㄧㄥˋ	tè xìng	進階	第4*級	核心詞	47	43
疼	2488	ㄊㄥˊ	téng	進階	第4*級	核心詞	16	23
梯子	2489	ㄊㄧ ˙ㄗ	tī zi	進階	第4*級	日常起居	6	1
提高	2490	ㄊㄧˊ ㄍㄠ	tí gāo	進階	第4*級	核心詞	81	61
提供	2491	ㄊㄧˊ ㄍㄨㄥ	tí gōng	進階	第4*級	核心詞	279	186
體重	2492	ㄊㄧˇ ㄓㄨㄥˋ	tǐ zhòng	進階	第4*級	身體、醫療	45	26
天空	2493	ㄊㄧㄢ ㄎㄨㄥ	tiān kōng	進階	第4*級	自然環境	63	25
天生	2494	ㄊㄧㄢ ㄕㄥ	tiān shēng	進階	第4*級	核心詞	49	19
田	2495	ㄊㄧㄢˊ	tián	進階	第4*級	核心詞	53	307
調整	2496	ㄊㄧㄠˊ ㄓㄥˇ	tiáo zhěng	進階	第4*級	核心詞	73	55
挑戰	2497	ㄊㄧㄠˇ ㄓㄢˋ	tiǎo zhàn	進階	第4*級	核心詞	123	101
鐵	2498	ㄊㄧㄝˇ	tiě	進階	第4*級	核心詞	42	50
聽話	2499	ㄊㄧㄥ ㄏㄨㄚˋ	tīng huà	進階	第4*級	核心詞	18	5
通	2500	ㄊㄨㄥ	tōng	進階	第4*級	核心詞	62	39
童年	2501	ㄊㄨㄥˊ ㄋㄧㄢˊ	tóng nián	進階	第4*級	個人資料	50	28
同情	2502	ㄊㄨㄥˊ ㄑㄧㄥˊ	tóng qíng	進階	第4*級	核心詞	47	7
統一	2503	ㄊㄨㄥˇ ㄧ	tǒng yī	進階	第4*級	教育、學習	60	28
投資	2504	ㄊㄡˊ ㄗ	tóu zī	進階	第4*級	職業	118	57
圖畫	2505	ㄊㄨˊ ㄏㄨㄚˋ	tú huà	進階	第4*級	核心詞	10	5
圖書	2506	ㄊㄨˊ ㄕㄨ	tú shū	進階	第4*級	教育、學習	21	4
吐2	2507	ㄊㄨˇ	tǔ	進階	第4*級	核心詞	45	26
吐1	2508	ㄊㄨˋ	tù	進階	第4*級	核心詞	45	26
兔子/兔	2509	ㄊㄨˋ ˙ㄗ/ㄊㄨˋ	tù zi/tù	進階	第4*級	個人資料	32	10
團	2510	ㄊㄨㄢˊ	tuán	進階	第4*級	核心詞	51	30
團隊	2511	ㄊㄨㄢˊ ㄉㄨㄟˋ	tuán duì	進階	第4*級	職業	73	96
推動	2512	ㄊㄨㄟ ㄉㄨㄥˋ	tuī dòng	進階	第4*級	職業	55	98
退	2513	ㄊㄨㄟˋ	tuì	進階	第4*級	購物、商店	43	40
挖	2514	ㄨㄚ	wā	進階	第4*級	核心詞	38	58
娃娃	2515	ㄨㄚˊ ˙ㄨㄚ	wá wa	進階	第4*級	核心詞	19	23
外表	2516	ㄨㄞˋ ㄅㄧㄠˇ	wài biǎo	進階	第4*級	個人資料	33	17
完成	2517	ㄨㄢˊ ㄔㄥˊ	wán chéng	進階	第4*級	核心詞	205	193
完美	2518	ㄨㄢˊ ㄇㄟˇ	wán měi	進階	第4*級	核心詞	67	35
完整	2519	ㄨㄢˊ ㄓㄥˇ	wán zhěng	進階	第4*級	核心詞	69	69
王	2520	ㄨㄤˊ	wáng	進階	第4*級	文化	111	79
往往	2521	ㄨㄤˇ ㄨㄤˇ	wǎng wǎng	進階	第4*級	核心詞	165	52
危機	2522	ㄨㄟˊ ㄐㄧ	wéi jī	進階	第4*級	核心詞	78	153
微笑	2523	ㄨㄟˊ ㄒㄧㄠˋ	wéi xiào	進階	第4*級	核心詞	92	23
餵	2524	ㄨㄟˋ	wèi	進階	第4*級	日常起居	41	39
為1	2525	ㄨㄟˋ	wèi	進階	第4*級	核心詞	2687	1519
位置	2526	ㄨㄟˋ ㄓˋ	wèi zhì	進階	第4*級	日常起居	110	128
溫	2527	ㄨㄣ	wēn	進階	第4*級	核心詞	10	46
文件	2528	ㄨㄣˊ ㄐㄧㄢˋ	wén jiàn	進階	第4*級	教育、學習	50	8
文學	2529	ㄨㄣˊ ㄒㄩㄝˊ	wén xué	進階	第4*級	教育、學習	100	22
穩定	2530	ㄨㄣˇ ㄉㄧㄥˋ	wěn dìng	進階	第4*級	身體、醫療	74	124
問號	2531	ㄨㄣˋ ㄏㄠˋ	wèn hào	進階	第4*級	教育、學習	3	3
握	2532	ㄨㄛˋ	wò	進階	第4*級	核心詞	46	13
握手	2533	ㄨㄛˋ ㄕㄡˇ	wò shǒu	進階	第4*級	社交、人際	18	9
誤點	2534	ㄨˋ ㄉㄧㄢˇ	wù diǎn	進階	第4*級	交通、旅遊	2	1
吸	2535	ㄒㄧ	xī	進階	第4*級	餐飲、烹飪	36	34
吸收	2536	ㄒㄧ ㄕㄡ	xī shōu	進階	第4*級	身體、醫療	39	81
