# 臺灣華語文能力基準（TBCL）詞語表 （202504版）
# https://coct.naer.edu.tw/page.jsp?ID=41
# 三等七級14,425個詞的詞語表
#
# word	id	bopomofo	pinyin	deng	ji	situation	wfreq	sfreq

長矛	9882	ㄔㄤˊㄇㄠˊ	chángmáo	精熟	第7級		4	0
長於	9883	ㄔㄤˊㄩˊ	chángyú	精熟	第7級		3	0
超凡	9884	ㄔㄠ ㄈㄢˊ	chāo fán	精熟	第7級		3	1
抄錄	9885	ㄔㄠ ㄌㄨˋ	chāo lù	精熟	第7級		2	1
超群	9886	ㄔㄠ ㄑㄩㄣˊ	chāo qún	精熟	第7級		3	1
超然	9887	ㄔㄠ ㄖㄢˊ	chāo rán	精熟	第7級		5	0
超脫	9888	ㄔㄠ ㄊㄨㄛ	chāo tuō	精熟	第7級		4	2
抄襲	9889	ㄔㄠ ㄒㄧˊ	chāo xí	精熟	第7級		4	3
朝拜	9890	ㄔㄠˊ ㄅㄞˋ	cháo bài	精熟	第7級		3	1
朝聖	9891	ㄔㄠˊ ㄕㄥˋ	cháo shèng	精熟	第7級		4	22
朝廷	9892	ㄔㄠˊ ㄊㄧㄥˊ	cháo tíng	精熟	第7級		85	4
巢穴	9893	ㄔㄠˊ ㄒㄩㄝˋ	cháo xuè	精熟	第7級		3	1
朝政	9894	ㄔㄠˊ ㄓㄥˋ	cháo zhèng	精熟	第7級		9	0
扯上	9895	ㄔㄜˇㄕㄤˋ	chě shàng	精熟	第7級		4	1
撤回	9896	ㄔㄜˋ ㄏㄨㄟˊ	chè huí	精熟	第7級		3	1
徹頭徹尾	9897	ㄔㄜˋ ㄊㄡˊ ㄔㄜˋ ㄨㄟˇ	chè tóu chè wěi	精熟	第7級		4	1
塵埃	9898	ㄔㄣˊ ㄞ	chén āi	精熟	第7級		6	1
沉澱	9899	ㄔㄣˊ ㄉㄧㄢˋ	chén diàn	精熟	第7級		6	18
沉甸甸	9900	ㄔㄣˊ ㄉㄧㄢˋ ㄉㄧㄢˋ	chén diàn diàn	精熟	第7級		3	1
塵封	9901	ㄔㄣˊ ㄈㄥ	chén fēng	精熟	第7級		2	1
臣服	9902	ㄔㄣˊ ㄈㄨˊ	chén fú	精熟	第7級		6	2
沉寂	9903	ㄔㄣˊ ㄐㄧˊ	chén jí	精熟	第7級		5	4
晨間	9904	ㄔㄣˊ ㄐㄧㄢ	chén jiān	精熟	第7級		2	1
沉靜	9905	ㄔㄣˊ ㄐㄧㄥˋ	chén jìng	精熟	第7級		6	2
陳舊	9906	ㄔㄣˊ ㄐㄧㄡˋ	chén jiù	精熟	第7級		4	1
沉淪	9907	ㄔㄣˊ ㄌㄨㄣˊ	chén lún	精熟	第7級		4	2
沉悶	9908	ㄔㄣˊ ㄇㄣˋ	chén mèn	精熟	第7級		6	1
沉沒	9909	ㄔㄣˊ ㄇㄛˋ	chén mò	精熟	第7級		4	2
沉溺	9910	ㄔㄣˊ ㄋㄧˋ	chén nì	精熟	第7級		4	1
陳年	9911	ㄔㄣˊ ㄋㄧㄢˊ	chén nián	精熟	第7級		3	3
陳設	9912	ㄔㄣˊ ㄕㄜˋ	chén shè	精熟	第7級		4	2
塵世	9913	ㄔㄣˊ ㄕˋ	chén shì	精熟	第7級		4	1
沉痛	9914	ㄔㄣˊ ㄊㄨㄥˋ	chén tòng	精熟	第7級		4	2
沉穩	9915	ㄔㄣˊ ㄨㄣˇ	chén wěn	精熟	第7級		6	5
晨曦	9916	ㄔㄣˊ ㄒㄧ	chén xī	精熟	第7級		3	3
沉吟	9917	ㄔㄣˊ ㄧㄣˊ	chén yín	精熟	第7級		4	0
沉著	9918	ㄔㄣˊ ㄓㄨㄛˊ	chén zhuó	精熟	第7級		7	2
臣子	9919	ㄔㄣˊ ㄗˇ	chén zǐ	精熟	第7級		8	1
沉醉	9920	ㄔㄣˊ ㄗㄨㄟˋ	chén zuì	精熟	第7級		5	1
趁勢	9921	ㄔㄣˋ ㄕˋ	chèn shì	精熟	第7級		3	1
襯托	9922	ㄔㄣˋ ㄊㄨㄛ	chèn tuō	精熟	第7級		3	2
稱霸	9923	ㄔㄥ ㄅㄚˋ	chēng bà	精熟	第7級		5	1
稱道	9924	ㄔㄥ ㄉㄠˋ	chēng dào	精熟	第7級		4	1
稱號	9925	ㄔㄥ ㄏㄠˋ	chēng hào	精熟	第7級		7	8
瞠目結舌	9926	ㄔㄥ ㄇㄨˋ ㄐㄧㄝˊ ㄕㄜˊ	chēng mù jié shé	精熟	第7級		3	1
稱奇	9927	ㄔㄥ ㄑㄧˊ	chēng qí	精熟	第7級		2	0
稱頌	9928	ㄔㄥ ㄙㄨㄥˋ	chēng sòng	精熟	第7級		3	1
稱謂	9929	ㄔㄥ ㄨㄟˋ	chēng wèi	精熟	第7級		4	0
稱許	9930	ㄔㄥ ㄒㄩˇ	chēng xǔ	精熟	第7級		2	0
撐腰	9931	ㄔㄥ ㄧㄠ	chēng yāo	精熟	第7級		2	4
承辦	9932	ㄔㄥˊ ㄅㄢˋ	chéng bàn	精熟	第7級		3	1
呈報	9933	ㄔㄥˊ ㄅㄠˋ	chéng bào	精熟	第7級		3	1
乘車	9934	ㄔㄥˊ ㄔㄜ	chéng chē	精熟	第7級		3	1
城池	9935	ㄔㄥˊ ㄔˊ	chéng chí	精熟	第7級		9	3
懲處	9936	ㄔㄥˊ ㄔㄨˇ	chéng chǔ	精熟	第7級		4	1
成婚	9937	ㄔㄥˊ ㄏㄨㄣ	chéng hūn	精熟	第7級		4	0
承繼	9938	ㄔㄥˊ ㄐㄧˋ	chéng jì	精熟	第7級		4	2
承接	9939	ㄔㄥˊ ㄐㄧㄝ	chéng jiē	精熟	第7級		3	8
乘涼	9940	ㄔㄥˊ ㄌㄧㄤˊ	chéng liáng	精熟	第7級		3	4
承蒙	9941	ㄔㄥˊ ㄇㄥˊ	chéng méng	精熟	第7級		2	1
成群結隊	9942	ㄔㄥˊ ㄑㄩㄣˊ ㄐㄧㄝˊ ㄉㄨㄟˋ	chéng qún jié duì	精熟	第7級		3	2
乘勢	9943	ㄔㄥˊ ㄕˋ	chéng shì	精熟	第7級		3	0
成事	9944	ㄔㄥˊ ㄕˋ	chéng shì	精熟	第7級		3	0
成文	9945	ㄔㄥˊ ㄨㄣˊ	chéng wén	精熟	第7級		2	1
誠心誠意	9946	ㄔㄥˊ ㄒㄧㄣ ㄔㄥˊ ㄧˋ	chéng xīn chéng yì	精熟	第7級		2	0
成行	9947	ㄔㄥˊ ㄒㄧㄥˊ	chéng xíng	精熟	第7級		3	1
成性	9948	ㄔㄥˊ ㄒㄧㄥˋ	chéng xìng	精熟	第7級		2	0
承載	9949	ㄔㄥˊ ㄗㄞˋ	chéng zài	精熟	第7級		4	8
懲治	9950	ㄔㄥˊ ㄓˋ	chéng zhì	精熟	第7級		4	1
逞	9951	ㄔㄥˇ	chěng	精熟	第7級		4	3
逞強	9952	ㄔㄥˇ ㄑㄧㄤˊ	chěng qiáng	精熟	第7級		3	1
秤/稱2	9953	ㄔㄥˋ	chèng	精熟	第7級		192	87
稱心	9954	ㄔㄥˋ ㄒㄧㄣ	chèng xīn	精熟	第7級		3	1
稱職	9955	ㄔㄥˋ ㄓˊ	chèng zhí	精熟	第7級		6	2
吃喝玩樂	9956	ㄔ ㄏㄜ ㄨㄢˊ ㄌㄜˋ	chī hē wán lè	精熟	第7級		2	2
吃緊	9957	ㄔ ㄐㄧㄣˇ	chī jǐn	精熟	第7級		2	3
吃香	9958	ㄔ ㄒㄧㄤ	chī xiāng	精熟	第7級		2	2
嗤之以鼻	9959	ㄔ ㄓ ㄧˇ ㄅㄧˊ	chī zhī yǐ bí	精熟	第7級		5	1
馳騁	9960	ㄔˊ ㄔㄥˇ	chí chěng	精熟	第7級		4	1
持家	9961	ㄔˊ ㄐㄧㄚ	chí jiā	精熟	第7級		3	3
持平	9962	ㄔˊ ㄆㄧㄥˊ	chí píng	精熟	第7級		4	1
持之以恆	9963	ㄔˊ ㄓ ㄧˇ ㄏㄥˊ	chí zhī yǐ héng	精熟	第7級		3	2
恥辱	9964	ㄔˇ ㄖㄨˋ	chǐ rù	精熟	第7級		6	1
恥笑	9965	ㄔˇ ㄒㄧㄠˋ	chǐ xiào	精熟	第7級		2	1
赤裸	9966	ㄔˋ ㄌㄨㄛˇ	chì luǒ	精熟	第7級		5	0
熾熱	9967	ㄔˋ ㄖㄜˋ	chì rè	精熟	第7級		4	2
赤手空拳	9968	ㄔˋ ㄕㄡˇ ㄎㄨㄥ ㄑㄩㄢˊ	chì shǒu kōng quán	精熟	第7級		2	1
沖淡	9969	ㄔㄨㄥ ㄉㄢˋ	chōng dàn	精熟	第7級		3	1
充耳不聞	9970	ㄔㄨㄥ ㄦˇ ㄅㄨˋ ㄨㄣˊ	chōng ěr bù wén	精熟	第7級		2	0
充飢	9971	ㄔㄨㄥ ㄐㄧ	chōng jī	精熟	第7級		4	1
憧憬	9972	ㄔㄨㄥ ㄐㄧㄥˇ	chōng jǐng	精熟	第7級		7	6
衝勁	9973	ㄔㄨㄥ ㄐㄧㄥˋ	chōng jìng	精熟	第7級		3	3
充其量	9974	ㄔㄨㄥ ㄑㄧˊ ㄌㄧㄤˋ	chōng qí liàng	精熟	第7級		5	1
衝撞	9975	ㄔㄨㄥ ㄓㄨㄤˋ	chōng zhuàng	精熟	第7級		5	2
重估	9976	ㄔㄨㄥˊ ㄍㄨ	chóng gū	精熟	第7級		3	0
崇敬	9977	ㄔㄨㄥˊ ㄐㄧㄥˋ	chóng jìng	精熟	第7級		6	2
重來	9978	ㄔㄨㄥˊ ㄌㄞˊ	chóng lái	精熟	第7級		4	3
重申	9979	ㄔㄨㄥˊ ㄕㄣ	chóng shēn	精熟	第7級		5	9
重塑	9980	ㄔㄨㄥˊㄙㄨˋ	chóng sù	精熟	第7級		3	4
重圍	9981	ㄔㄨㄥˊ ㄨㄟˊ	chóng wéi	精熟	第7級		4	1
重溫	9982	ㄔㄨㄥˊ ㄨㄣ	chóng wēn	精熟	第7級		4	3
重振	9983	ㄔㄨㄥˊ ㄓㄣˋ	chóng zhèn	精熟	第7級		4	4
寵兒	9984	ㄔㄨㄥˇ ㄦˊ	chǒng ér	精熟	第7級		2	1
寵信	9985	ㄔㄨㄥˇ ㄒㄧㄣˋ	chǒng xìn	精熟	第7級		4	0
抽動	9986	ㄔㄡ ㄉㄨㄥˋ	chōu dòng	精熟	第7級		3	0
抽筋	9987	ㄔㄡ ㄐㄧㄣ	chōu jīn	精熟	第7級		4	2
抽籤	9988	ㄔㄡ ㄑㄧㄢ	chōu qiān	精熟	第7級		4	3
抽取	9989	ㄔㄡ ㄑㄩˇ	chōu qǔ	精熟	第7級		4	6
抽身	9990	ㄔㄡ ㄕㄣ	chōu shēn	精熟	第7級		2	1
抽絲剝繭	9991	ㄔㄡ ㄙ ㄅㄛ ㄐㄧㄢˇ	chōu sī bō jiǎn	精熟	第7級		2	1
稠	9992	ㄔㄡˊ	chóu	精熟	第7級		2	4
籌辦	9993	ㄔㄡˊ ㄅㄢˋ	chóu bàn	精熟	第7級		3	1
惆悵	9994	ㄔㄡˊ ㄔㄤˋ	chóu chàng	精熟	第7級		3	0
躊躇	9995	ㄔㄡˊ ㄔㄨˊ	chóu chú	精熟	第7級		6	1
籌措	9996	ㄔㄡˊ ㄘㄨㄛˋ	chóu cuò	精熟	第7級		4	3
仇敵	9997	ㄔㄡˊ ㄉㄧˊ	chóu dí	精熟	第7級		4	0
綢緞	9998	ㄔㄡˊ ㄉㄨㄢˋ	chóu duàn	精熟	第7級		5	1
愁苦	9999	ㄔㄡˊ ㄎㄨˇ	chóu kǔ	精熟	第7級		3	1
酬勞	10000	ㄔㄡˊ ㄌㄠˊ	chóu láo	精熟	第7級		4	2
愁眉苦臉	10001	ㄔㄡˊ ㄇㄟˊ ㄎㄨˇ ㄌㄧㄢˇ	chóu méi kǔ liǎn	精熟	第7級		4	3
稠密	10002	ㄔㄡˊ ㄇㄧˋ	chóu mì	精熟	第7級		2	5
籌錢	10003	ㄔㄡˊ ㄑㄧㄢˊ	chóu qián	精熟	第7級		2	1
愁容	10004	ㄔㄡˊ ㄖㄨㄥˊ	chóu róng	精熟	第7級		3	1
仇視	10005	ㄔㄡˊ ㄕˋ	chóu shì	精熟	第7級		3	1
瞅	10006	ㄔㄡˇ	chǒu	精熟	第7級		4	0
臭氣	10007	ㄔㄡˋ ㄑㄧˋ	chòu qì	精熟	第7級		3	2
出醜	10008	ㄔㄨ ㄔㄡˇ	chū chǒu	精熟	第7級		2	0
出道	10009	ㄔㄨ ㄉㄠˋ	chū dào	精熟	第7級		2	1
出關	10010	ㄔㄨ ㄍㄨㄢ	chū guān	精熟	第7級		2	2
出汗	10011	ㄔㄨ ㄏㄢˋ	chū hàn	精熟	第7級		4	1
出類拔萃	10012	ㄔㄨ ㄌㄟˋ ㄅㄚˊ ㄘㄨㄟˋ	chū lèi bá cuì	精熟	第7級		3	1
出籠	10013	ㄔㄨ ㄌㄨㄥˊ	chū lóng	精熟	第7級		4	1
出沒	10014	ㄔㄨ ㄇㄛˋ	chū mò	精熟	第7級		6	3
出其不意	10015	ㄔㄨ ㄑㄧˊ ㄅㄨˋ ㄧˋ	chū qí bù yì	精熟	第7級		4	1
出氣	10016	ㄔㄨ ㄑㄧˋ	chū qì	精熟	第7級		4	1
出人意表	10017	ㄔㄨ ㄖㄣˊ ㄧˋ ㄅㄧㄠˇ	chū rén yì biǎo	精熟	第7級		3	0
出神	10018	ㄔㄨ ㄕㄣˊ	chū shén	精熟	第7級		5	0
出師	10019	ㄔㄨ ㄕ	chū shī	精熟	第7級		4	1
出使	10020	ㄔㄨ ㄕˇ	chū shǐ	精熟	第7級		5	2
出示	10021	ㄔㄨ ㄕˋ	chū shì	精熟	第7級		3	1
出庭	10022	ㄔㄨ ㄊㄧㄥˊ	chū tíng	精熟	第7級		3	0
出土	10023	ㄔㄨ ㄊㄨˇ	chū tǔ	精熟	第7級		6	9
出息	10024	ㄔㄨ ˙ㄒㄧ	chū xi	精熟	第7級		2	0
出戰	10025	ㄔㄨ ㄓㄢˋ	chū zhàn	精熟	第7級		4	0
初衷	10026	ㄔㄨ ㄓㄨㄥ	chū zhōng	精熟	第7級		6	5
鋤頭	10027	ㄔㄨˊ ˙ㄊㄡ	chú tou	精熟	第7級		7	12
儲蓄	10028	ㄔㄨˊ ㄒㄩˋ	chú xù	精熟	第7級		5	3
處女	10029	ㄔㄨˇ ㄋㄩˇ	chǔ nǚ	精熟	第7級		7	1
處心積慮	10030	ㄔㄨˇ ㄒㄧㄣ ㄐㄧ ㄌㄩˋ	chǔ xīn jī lǜ	精熟	第7級		3	1
觸犯	10031	ㄔㄨˋ ㄈㄢˋ	chù fàn	精熟	第7級		5	1
矗立	10032	ㄔㄨˋ ㄌㄧˋ	chù lì	精熟	第7級		6	6
畜生	10033	ㄔㄨˋ ㄕㄥ	chù shēng	精熟	第7級		3	1
處所	10034	ㄔㄨˋ ㄙㄨㄛˇ	chù suǒ	精熟	第7級		3	1
揣測	10035	ㄔㄨㄞˇ ㄘㄜˋ	chuǎi cè	精熟	第7級		5	2
揣摩	10036	ㄔㄨㄞˇ ㄇㄛˊ	chuǎi mó	精熟	第7級		5	4
踹	10037	ㄔㄨㄞˋ	chuài	精熟	第7級		3	1
穿插	10038	ㄔㄨㄢ ㄔㄚ	chuān chā	精熟	第7級		4	2
川流不息	10039	ㄔㄨㄢ ㄌㄧㄡˊ ㄅㄨˋ ㄒㄧˊ	chuān liú bù xí	精熟	第7級		2	3
穿梭	10040	ㄔㄨㄢ ㄙㄨㄛ	chuān suō	精熟	第7級		12	21
船艙	10041	ㄔㄨㄢˊ ㄘㄤ	chuán cāng	精熟	第7級		3	1
傳喚	10042	ㄔㄨㄢˊ ㄏㄨㄢˋ	chuán huàn	精熟	第7級		3	1
傳令	10043	ㄔㄨㄢˊ ㄌㄧㄥˋ	chuán lìng	精熟	第7級		4	1
傳人	10044	ㄔㄨㄢˊ ㄖㄣˊ	chuán rén	精熟	第7級		3	5
傳神	10045	ㄔㄨㄢˊ ㄕㄣˊ	chuán shén	精熟	第7級		4	2
傳世	10046	ㄔㄨㄢˊ ㄕˋ	chuán shì	精熟	第7級		3	2
傳輸	10047	ㄔㄨㄢˊ ㄕㄨ	chuán shū	精熟	第7級		6	3
傳宗接代	10048	ㄔㄨㄢˊ ㄗㄨㄥ ㄐㄧㄝ ㄉㄞˋ	chuán zōng jiē dài	精熟	第7級		3	3
串連	10049	ㄔㄨㄢˋ ㄌㄧㄢˊ	chuàn lián	精熟	第7級		4	10
窗台	10050	ㄔㄨㄤ ㄊㄞˊ	chuāng tái	精熟	第7級		3	2
幢	10051	ㄔㄨㄤˊ	chuáng	精熟	第7級		18	1
床鋪/床舖	10052	ㄔㄨㄤˊ ㄆㄨˋ	chuáng pù	精熟	第7級		5	5
創見	10053	ㄔㄨㄤˋ ㄐㄧㄢˋ	chuàng jiàn	精熟	第7級		3	1
創舉	10054	ㄔㄨㄤˋ ㄐㄩˇ	chuàng jǔ	精熟	第7級		3	5
創始	10055	ㄔㄨㄤˋ ㄕˇ	chuàng shǐ	精熟	第7級		4	2
吹灰之力	10056	ㄔㄨㄟ ㄏㄨㄟ ㄓ ㄌㄧˋ	chuī huī zhī lì	精熟	第7級		3	1
吹口哨	10057	ㄔㄨㄟ ㄎㄡˇ ㄕㄠˋ	chuī kǒu shào	精熟	第7級		4	0
吹毛求疵	10058	ㄔㄨㄟ ㄇㄠˊ ㄑㄧㄡˊ ㄘ	chuī máo qiú cī	精熟	第7級		3	1
吹捧	10059	ㄔㄨㄟ ㄆㄥˇ	chuī pěng	精熟	第7級		3	1
吹噓	10060	ㄔㄨㄟ ㄒㄩ	chuī xū	精熟	第7級		6	1
吹奏	10061	ㄔㄨㄟ ㄗㄡˋ	chuī zòu	精熟	第7級		3	1
搥	10062	ㄔㄨㄟˊ	chuí	精熟	第7級		2	2
錘	10063	ㄔㄨㄟˊ	chuí	精熟	第7級		4	1
垂掛	10064	ㄔㄨㄟˊ ㄍㄨㄚˋ	chuí guà	精熟	第7級		2	1
垂死	10065	ㄔㄨㄟˊ ㄙˇ	chuí sǐ	精熟	第7級		4	3
垂頭喪氣	10066	ㄔㄨㄟˊ ㄊㄡˊ ㄙㄤˋ ㄑㄧˋ	chuí tóu sàng qì	精熟	第7級		6	2
垂涎	10067	ㄔㄨㄟˊ ㄒㄧㄢˊ	chuí xián	精熟	第7級		3	1
純樸	10068	ㄔㄨㄣˊ ㄆㄨˊ	chún pú	精熟	第7級		5	10
純然	10069	ㄔㄨㄣˊ ㄖㄢˊ	chún rán	精熟	第7級		3	1
唇舌	10070	ㄔㄨㄣˊ ㄕㄜˊ	chún shé	精熟	第7級		2	0
純熟	10071	ㄔㄨㄣˊ ㄕㄡˊ	chún shóu	精熟	第7級		3	1
純正	10072	ㄔㄨㄣˊ ㄓㄥˋ	chún zhèng	精熟	第7級		4	1
蠢蠢欲動	10073	ㄔㄨㄣˇ ㄔㄨㄣˇ ㄩˋ ㄉㄨㄥˋ	chǔn chǔn yù dòng	精熟	第7級		2	3
戳破	10074	ㄔㄨㄛ ㄆㄛˋ	chuō pò	精熟	第7級		2	1
啜	10075	ㄔㄨㄛˋ	chuò	精熟	第7級		4	0
綽綽有餘	10076	ㄔㄨㄛˋ ㄔㄨㄛˋ ㄧㄡˇ ㄩˊ	chuò chuò yǒu yú	精熟	第7級		3	1
啜泣	10077	ㄔㄨㄛˋ ㄑㄧˋ	chuò qì	精熟	第7級		6	1
輟學	10078	ㄔㄨㄛˋ ㄒㄩㄝˊ	chuò xué	精熟	第7級		4	7
辭別	10079	ㄘˊ ㄅㄧㄝˊ	cí bié	精熟	第7級		4	1
詞典/辭典	10080	ㄘˊ ㄉㄧㄢˇ/ㄘˊ ㄉㄧㄢˇ	cí diǎn/cí diǎn	精熟	第7級		5	2
辭彙	10081	ㄘˊ ㄏㄨㄟˋ	cí huì	精熟	第7級		4	0
詞句	10082	ㄘˊ ㄐㄩˋ	cí jù	精熟	第7級		4	2
慈母	10083	ㄘˊ ㄇㄨˇ	cí mǔ	精熟	第7級		3	3
辭世	10084	ㄘˊ ㄕˋ	cí shì	精熟	第7級		3	1
慈祥	10085	ㄘˊ ㄒㄧㄤˊ	cí xiáng	精熟	第7級		5	4
詞語	10086	ㄘˊ ㄩˇ	cí yǔ	精熟	第7級		4	1
此起彼落	10087	ㄘˇ ㄑㄧˇ ㄅㄧˇ ㄌㄨㄛˋ	cǐ qǐ bǐ luò	精熟	第7級		4	2
刺穿	10088	ㄘˋ ㄔㄨㄢ	cì chuān	精熟	第7級		3	1
次等	10089	ㄘˋ ㄉㄥˇ	cì děng	精熟	第7級		2	1
刺骨	10090	ㄘˋ ㄍㄨˇ	cì gǔ	精熟	第7級		4	3
刺殺	10091	ㄘˋ ㄕㄚ	cì shā	精熟	第7級		7	2
刺探	10092	ㄘˋ ㄊㄢˋ	cì tàn	精熟	第7級		2	0
刺繡	10093	ㄘˋ ㄒㄧㄡˋ	cì xiù	精熟	第7級		4	8
匆匆	10094	ㄘㄨㄥ ㄘㄨㄥ	cōng cōng	精熟	第7級		24	4
匆促	10095	ㄘㄨㄥ ㄘㄨˋ	cōng cù	精熟	第7級		2	1
聰慧	10096	ㄘㄨㄥ ㄏㄨㄟˋ	cōng huì	精熟	第7級		7	1
從容不迫	10097	ㄘㄨㄥ ㄖㄨㄥˊ ㄅㄨˋ ㄆㄛˋ	cōng róng bù pò	精熟	第7級		3	0
聰穎	10098	ㄘㄨㄥ ㄧㄥˇ	cōng yǐng	精熟	第7級		3	0
從軍	10099	ㄘㄨㄥˊ ㄐㄩㄣ	cóng jūn	精熟	第7級		5	2
叢生	10100	ㄘㄨㄥˊ ㄕㄥ	cóng shēng	精熟	第7級		4	2
從天而降	10101	ㄘㄨㄥˊ ㄊㄧㄢ ㄦˊ ㄐㄧㄤˋ	cóng tiān ér jiàng	精熟	第7級		3	1
從業	10102	ㄘㄨㄥˊ ㄧㄝˋ	cóng yè	精熟	第7級		3	4
從政	10103	ㄘㄨㄥˊ ㄓㄥˋ	cóng zhèng	精熟	第7級		3	1
湊近	10104	ㄘㄡˋ ㄐㄧㄣˋ	còu jìn	精熟	第7級		3	0
湊熱鬧	10105	ㄘㄡˋ ㄖㄜˋ ㄋㄠˋ	còu rè nào	精熟	第7級		2	1
粗獷	10106	ㄘㄨ ㄍㄨㄤˇ	cū guǎng	精熟	第7級		3	2
粗略	10107	ㄘㄨ ㄌㄩㄝˋ	cū lüè	精熟	第7級		4	1
粗聲粗氣	10108	ㄘㄨ ㄕㄥ ㄘㄨ ㄑㄧˋ	cū shēng cū qì	精熟	第7級		1	0
粗俗	10109	ㄘㄨ ㄙㄨˊ	cū sú	精熟	第7級		4	1
粗野	10110	ㄘㄨ ㄧㄝˇ	cū yě	精熟	第7級		3	1
粗壯	10111	ㄘㄨ ㄓㄨㄤˋ	cū zhuàng	精熟	第7級		4	1
蹙	10112	ㄘㄨˋ	cù	精熟	第7級		3	0
簇擁	10113	ㄘㄨˋ ㄩㄥˇ	cù yǒng	精熟	第7級		5	2
竄	10114	ㄘㄨㄢˋ	cuàn	精熟	第7級		6	2
摧殘	10115	ㄘㄨㄟ ㄘㄢˊ	cuī cán	精熟	第7級		5	5
璀璨	10116	ㄘㄨㄟˇ ㄘㄢˋ	cuǐ càn	精熟	第7級		3	3
翠綠	10117	ㄘㄨㄟˋ ㄌㄩˋ	cuì lǜ	精熟	第7級		3	5
存留	10118	ㄘㄨㄣˊ ㄌㄧㄡˊ	cún liú	精熟	第7級		4	1
存亡	10119	ㄘㄨㄣˊ ㄨㄤˊ	cún wáng	精熟	第7級		5	2
存疑	10120	ㄘㄨㄣˊ ㄧˊ	cún yí	精熟	第7級		4	1
搓揉	10121	ㄘㄨㄛ ㄖㄡˊ	cuō róu	精熟	第7級		4	3
磋商	10122	ㄘㄨㄛ ㄕㄤ	cuō shāng	精熟	第7級		3	4
撮	10123	ㄘㄨㄛˋ	cuò	精熟	第7級		7	3
措詞	10124	ㄘㄨㄛˋ ㄘˊ	cuò cí	精熟	第7級		2	1
措辭	10125	ㄘㄨㄛˋ ㄘˊ	cuò cí	精熟	第7級		4	2
錯愕	10126	ㄘㄨㄛˋ ㄜˋ	cuò è	精熟	第7級		3	3
措手不及	10127	ㄘㄨㄛˋ ㄕㄡˇ ㄅㄨˋ ㄐㄧˊ	cuò shǒu bù jí	精熟	第7級		4	4
錯綜複雜	10128	ㄘㄨㄛˋ ㄗㄨㄥˋ ㄈㄨˋ ㄗㄚˊ	cuò zòng fù zá	精熟	第7級		7	3
搭建	10129	ㄉㄚ ㄐㄧㄢˋ	dā jiàn	精熟	第7級		4	8
搭救	10130	ㄉㄚ ㄐㄧㄡˋ	dā jiù	精熟	第7級		4	1
打點	10131	ㄉㄚˇ ˙ㄉㄧㄢ	dǎ dian	精熟	第7級		6	3
打滾	10132	ㄉㄚˇ ㄍㄨㄣˇ	dǎ gǔn	精熟	第7級		5	2
打結	10133	ㄉㄚˇ ㄐㄧㄝˊ	dǎ jié	精熟	第7級		3	3
打垮	10134	ㄉㄚˇ ㄎㄨㄚˇ	dǎ kuǎ	精熟	第7級		3	1
打雷	10135	ㄉㄚˇ ㄌㄟˊ	dǎ léi	精熟	第7級		3	13
打理	10136	ㄉㄚˇ ㄌㄧˇ	dǎ lǐ	精熟	第7級		4	7
打拚/打拼	10137	ㄉㄚˇ ㄆㄢˋ/ㄉㄚˇ ㄆㄧㄣ	dǎ pàn/dǎ pīn	精熟	第7級		6	25
打趣	10138	ㄉㄚˇ ㄑㄩˋ	dǎ qù	精熟	第7級		3	1
打探	10139	ㄉㄚˇ ㄊㄢˋ	dǎ tàn	精熟	第7級		5	1
打退堂鼓	10140	ㄉㄚˇ ㄊㄨㄟˋ ㄊㄤˊ ㄍㄨˇ	dǎ tuì táng gǔ	精熟	第7級		2	1
打壓	10141	ㄉㄚˇ ㄧㄚ	dǎ yā	精熟	第7級		4	2
打住	10142	ㄉㄚˇ ㄓㄨˋ	dǎ zhù	精熟	第7級		3	0
大本營	10143	ㄉㄚˋ ㄅㄣˇ ㄧㄥˊ	dà běn yíng	精熟	第7級		5	4
大臣	10144	ㄉㄚˋ ㄔㄣˊ	dà chén	精熟	第7級		116	8
大度	10145	ㄉㄚˋ ㄉㄨˋ	dà dù	精熟	第7級		3	1
大發雷霆	10146	ㄉㄚˋ ㄈㄚ ㄌㄟˊ ㄊㄧㄥˊ	dà fā léi tíng	精熟	第7級		5	1
大功告成	10147	ㄉㄚˋ ㄍㄨㄥ ㄍㄠˋ ㄔㄥˊ	dà gōng gào chéng	精熟	第7級		4	6
大亨	10148	ㄉㄚˋ ㄏㄥ	dà hēng	精熟	第7級		5	1
大惑不解	10149	ㄉㄚˋ ㄏㄨㄛˋ ㄅㄨˋ ㄐㄧㄝˇ	dà huò bù jiě	精熟	第7級		3	1
大驚失色	10150	ㄉㄚˋ ㄐㄧㄥ ㄕ ㄙㄜˋ	dà jīng shī sè	精熟	第7級		4	1
大可不必	10151	ㄉㄚˋ ㄎㄜˇ ㄅㄨˋ ㄅㄧˋ	dà kě bù bì	精熟	第7級		2	1
大剌剌	10152	ㄉㄚˋ ㄌㄚˋ ㄌㄚˋ	dà là là	精熟	第7級		3	1
大老	10153	ㄉㄚˋ ㄌㄠˇ	dà lǎo	精熟	第7級		4	1
大理石	10154	ㄉㄚˋ ㄌㄧˇ ㄕˊ	dà lǐ shí	精熟	第7級		7	2
大麻	10155	ㄉㄚˋ ㄇㄚˊ	dà má	精熟	第7級		5	2
